HIP,X,Y,Z,Exo,Discorery,Multi,MaxPMass,StarMass,Fe,Li,C,O,Na,Mg,Al,Si,Ca,Sc,Ti,V,Cr,Mn,Co,Ni,Y1
27823,1.184,40.211,-29.511,0,None,0,0,0,0.1,,-0.06,0.33,-0.07,0.02,,0.07,0.05,,0.09,0.04,0.1,,0.04,0.1,
27878,1.418,53.963,11.888,0,None,0,0,0,-0.03,-1.48,0.01,0.06,-0.07,0.11,0.15,0.06,0.14,0.15,0.07,-0.05,0.05,-0.14,0.1,0.02,
27887,0.167,6.461,-11.206,1,Radial Velocity,5,0.01259,0.79,-0.28,,0.07,0.02,-0.24,-0.12,-0.11,-0.27,-0.14,0.08,0,0.01,-0.19,-0.4,-0.16,-0.29,-0.35
27890,0.315,12.235,-24.113,0,None,0,0,0,0.12,,0.09,0.03,0.22,0.22,0.27,0.27,0.12,0.32,0.2,0.07,0.11,0.32,0.3,0.14,0.13
27896,0.578,22.749,-27.471,0,None,0,0,0,0.07,,0.11,-0.02,0.12,0.17,0.21,0.12,0.14,0.23,0.21,0.41,0.12,0.1,0.26,0.12,
27913,0.195,7.962,2.942,0,None,0,0,0,0.02,-0.52,0.02,-0.03,-0.11,0.02,-0.02,0,0.08,0.09,0.05,-0.03,0.04,-0.14,0.03,-0.05,0.11
27918,0.617,25.606,0.958,0,None,0,0,0,-0.06,,-0.11,-0.22,-0.12,-0.09,-0.14,-0.01,-0.03,,-0.05,-0.05,-0.12,-0.23,,-0.07,-0.18
27922,0.525,21.892,-7.842,1,Radial Velocity,1,0.02674,0.87,-0.43,,-0.48,,-0.49,-0.36,-0.41,-0.43,-0.42,,-0.33,-0.4,-0.44,,-0.48,-0.44,
27923,0.808,33.754,-49.764,0,None,0,0,0,0.15,,0.11,0.26,0,0.2,0.01,0.13,0.16,,0.08,,0.12,0.14,,0.1,
27928,0.886,37.362,-6.182,0,None,0,0,0,-0.74,,-0.77,-0.11,-0.48,-0.68,-0.38,-0.83,-0.45,0.04,-0.46,-0.04,-0.54,-1.02,-0.54,-0.73,
27932,6.989,296.389,27.783,0,None,0,0,0,0.13,,-0.18,-0.08,-0.05,-0.08,-0.16,-0.16,0.12,,0.03,-0.05,0.09,-0.06,,0.07,0.54
27980,0.864,39.836,-0.353,0,None,0,0,0,0.2,-0.86,0.12,0.05,0.06,0.17,0.16,0.14,0.16,0.17,0.12,0,0.16,0.09,0.06,0.17,
28010,1.241,63.195,-47.839,0,None,0,0,0,0.16,-3.07,-0.13,0.08,0.87,0.51,0.54,0.5,0.36,0.18,0.18,0.31,0.33,0.32,0.3,0.33,0.12
28011,1.876,95.605,-7.721,0,None,0,0,0,0.24,-3.01,0.05,0.06,0.44,0.51,0.42,0.45,0.24,0.25,0.24,0.3,0.31,0.18,0.34,0.32,0.06
28029,2.63,138.549,31.997,0,None,0,0,0,0.11,,-0.13,-0.06,-0.02,0.01,-0.05,-0.12,0.07,,0.03,-0.01,0.06,0.08,,0.11,0.26
28044,1.929,106.294,-1.645,0,None,0,0,0,-0.03,,,-0.12,-0.19,0.1,-0.02,-0.01,-0.02,-0.06,-0.06,-0.21,-0.06,,-0.06,-0.09,0.02
28066,0.457,26.574,6.59,0,None,0,0,0,-0.11,-2.57,0.01,0.06,-0.06,0.12,0.07,-0.02,0.01,0.08,0.04,-0.12,-0.11,-0.26,0.03,-0.09,-0.05
28104,5.288,337.791,-178.564,0,None,0,0,0,-2.14,-1.08,,,,-1.86,,-2.06,-1.81,,-1.77,,-2.33,-2.86,-1.99,-2.27,
28139,1.402,101.147,20.619,0,None,0,0,0,0.17,-3.17,-0.02,0.09,0.39,0.32,0.34,0.32,0.14,0.12,0.18,0.16,0.24,0.26,0.34,0.24,0.13
28150,0.52,38.675,-37.363,0,None,0,0,0,-0.04,,0.01,-0.01,0.02,-0.02,-0.19,-0.02,0.03,0.02,0.08,-0.04,-0.08,-0.25,-0.08,-0.06,
28159,0.892,68.788,19.391,0,None,0,0,0,-0.38,-1.93,,0.06,-0.34,-0.06,-0.11,-0.17,-0.12,0.05,-0.07,-0.16,-0.29,,-0.04,-0.3,-0.56
28181,1.045,87.634,-47.464,0,None,0,0,0,0.44,,0.2,0.49,0.44,0.33,0.36,0.41,0.33,,0.39,0.4,0.44,,0.49,,
28188,0.771,68.808,27.775,0,None,0,0,0,-0.45,,,,-0.6,-0.55,-0.67,-0.5,-0.56,,-0.45,-0.59,-0.62,,,-0.64,
28193,0.34,30.933,-24.037,0,None,0,0,0,0.03,,-0.03,,0.42,0,-0.12,-0.03,0.06,0.04,0.1,0.29,0.03,-0.12,-0.01,-0.05,
28245,1.445,176.64,298.614,0,None,0,0,0,0,,,,0.15,0.12,0.14,0.1,0.03,-0.01,-0.05,-0.14,,-0.11,,0.07,
28265,2.483,342.812,-65.86,0,None,0,0,0,-0.18,,,,-0.04,0.04,-0.15,-0.03,0,,-0.16,,-0.24,,,-0.09,
28284,0.411,66.786,-26.367,0,None,0,0,0,-0.1,,-0.2,-0.11,-0.31,-0.11,-0.14,-0.24,-0.09,,-0.1,-0.13,-0.14,-0.22,,-0.08,-0.05
28307,1.43,301.43,102.735,0,None,0,0,0,-0.18,,,,-0.18,-0.12,-0.15,-0.17,-0.17,-0.12,-0.15,-0.38,,-0.4,,-0.2,
28328,0.397,106.731,-98.887,0,None,0,0,0,-0.02,-2.92,-0.29,-0.14,0.42,0.16,0.2,0.23,0.14,-0.04,-0.02,-0.06,0.1,-0.02,0,-0.01,0.09
28336,0.178,56.29,-18.181,0,None,0,0,0,-0.15,-2.16,-0.16,-0.23,-0.28,,-0.24,-0.22,-0.12,-0.08,-0.16,-0.19,-0.19,-0.32,,-0.2,
28356,0.167,76.314,3.3,0,None,0,0,0,0.52,,,,0.75,,,0.73,0.78,,0.87,,1.13,0.64,0.72,0.67,
28358,0.052,25.306,35.198,0,None,0,0,0,-0.01,-3.1,-0.18,0.02,0.08,0.11,0.11,0.12,0.04,0.01,-0.02,-0.12,0.02,-0.04,0.08,-0.01,0.06
28369,0.206,124.825,-37.654,0,None,0,0,0,-0.11,,,0.29,-0.22,-0.06,-0.46,-0.14,-0.1,0.02,-0.16,,-0.18,-0.27,,-0.2,-0.11
28390,0.055,62.59,87.901,0,None,0,0,0,0.29,-3.18,0.18,0.22,0.5,0.5,0.54,0.51,0.19,0.29,0.32,0.43,0.36,0.48,0.52,0.41,0.27
28393,0.021,27.673,-30.994,2,Radial Velocity,2,2.54,0,0.21,,0.48,0.06,0.44,0.26,0.32,0.28,0.23,0.36,0.35,0.26,0.24,0.5,0.29,0.25,
28403,0.013,42.141,-31.821,0,None,0,0,0,-0.34,-2.18,-0.3,-0.24,-0.43,-0.17,-0.26,-0.29,-0.29,-0.24,-0.27,-0.38,-0.35,-0.53,-0.27,-0.37,-0.41
28413,-0.024,100.265,-5.385,0,None,0,0,0,-0.55,-4.04,-0.57,-0.3,-0.39,-0.16,-0.19,-0.28,-0.29,-0.47,-0.36,-0.42,-0.54,-0.82,-0.46,-0.59,-0.81
28417,-0.055,125.673,64.787,0,None,0,0,0,-0.26,,0.13,,0.12,0.26,,0.01,0.31,,0.01,,-0.05,,0.07,0.18,
28428,-0.057,56.429,4.774,0,None,0,0,0,-0.18,-1.08,,,-0.37,-0.07,-0.18,-0.22,-0.11,0.07,-0.2,-0.36,-0.21,-0.31,-0.14,-0.25,-0.18
28460,-0.073,30.729,-45.837,0,None,0,0,0,-0.34,-1.72,-0.28,-0.12,-0.32,-0.21,-0.31,-0.31,-0.29,-0.24,-0.27,-0.4,-0.33,-0.52,-0.3,-0.36,-0.2
28508,-0.32,67.119,-64.597,0,None,0,0,0,0.31,,0.28,0.08,0.29,0.23,0.15,0.3,0.27,,0.33,0.2,0.3,,0.18,0.32,
28518,-0.215,41.941,-33.092,0,None,0,0,0,-0.12,-1.33,-0.11,-0.05,-0.18,-0.05,-0.16,-0.13,-0.04,-0.12,-0.08,-0.13,-0.08,-0.26,-0.15,-0.18,-0.01
28521,-0.47,86.522,-152.841,0,None,0,0,0,0.18,,,,0.51,0.15,0.27,0.33,0.24,0.42,0.17,0.34,0.18,0.18,0.33,0.23,
28524,-1.056,190.292,-127.93,0,None,0,0,0,-0.25,-4.17,-0.24,-0.22,0.16,-0.03,0.13,0.16,0.11,-0.37,-0.27,-0.13,-0.07,-0.41,-0.24,-0.24,-0.57
28556,-1.995,275.084,83.758,0,None,0,0,0,0.1,,,,0.11,0.09,0.09,0.13,0.03,,0,-0.11,0.03,,0.14,0,
28604,-0.374,38.144,-36.849,0,None,0,0,0,-0.29,-1.47,-0.24,-0.4,-0.32,-0.2,-0.32,-0.27,-0.24,-0.24,-0.23,-0.34,-0.29,-0.49,-0.26,-0.33,-0.2
28622,-1.314,117.467,-30.375,0,None,0,0,0,-0.02,-2.78,-0.26,-0.13,0.12,0.12,0.13,0.1,0.1,0,-0.02,-0.11,0.01,-0.07,-0.01,-0.04,0.07
28634,-0.222,18.514,20.426,0,None,0,0,0,-0.05,,-0.01,0.02,-0.12,-0.03,-0.1,-0.06,-0.01,,-0.03,0,-0.03,-0.23,,-0.08,-0.07
28641,-0.81,64.526,-37.872,0,None,0,0,0,0.15,,0.15,0.25,0.01,0.14,0.02,0.11,0.17,,0.04,,0.08,0.1,,0.12,
28646,-0.15,11.616,91.334,0,None,0,0,0,-0.37,,,,-0.44,-0.33,-0.49,-0.36,-0.33,-0.26,-0.38,-0.35,-0.41,-0.54,-0.36,-0.38,-0.28
28677,-0.833,57.869,53.802,0,None,0,0,0,-0.12,-2.94,-0.15,-0.06,-0.12,0.02,0.08,-0.04,-0.08,-0.08,-0.12,-0.14,-0.12,-0.22,0,-0.13,-0.21
28764,-0.374,19.167,-19.195,0,None,0,0,0,0.06,,0.01,0.17,-0.23,-0.04,-0.34,-0.01,0.12,,0.03,-0.02,0.11,-0.22,,-0.07,0.15
28767,-0.477,24.3,23.685,3,Radial Velocity,1,3.8,1.23,0.24,-0.32,0.19,0.22,0.18,0.17,0.14,0.2,0.24,0.27,0.2,0.18,0.24,0.18,0.27,0.22,0.24
28769,-2.65,134.764,-135.719,0,None,0,0,0,0.07,,,,0.17,0.31,0.03,0.23,0.22,,0.09,,0.05,,,0.12,
28842,-0.614,26.714,93.185,0,None,0,0,0,-0.31,-1.5,-0.1,0.13,-0.34,-0.21,-0.33,-0.29,-0.21,-0.16,-0.17,-0.24,-0.34,-0.4,-0.24,-0.25,-0.42
28869,-0.563,22.635,-42.136,0,None,0,0,0,0.17,,0.05,-0.02,-0.07,-0.03,-0.09,0.15,0.13,,0.2,0.21,0.2,,0.05,0.14,
28902,-0.292,10.991,29.37,0,None,0,0,0,-0.09,,-0.13,-0.11,-0.33,-0.13,-0.25,-0.11,-0.06,,-0.13,-0.12,-0.1,-0.28,,-0.15,0.03
28908,-0.562,20.961,14.895,0,None,0,0,0,-0.14,-1.36,-0.14,0,-0.24,-0.08,-0.11,-0.12,-0.08,0.08,-0.05,-0.23,-0.16,-0.29,-0.04,-0.19,-0.12
28913,-1.098,40.636,-41.825,0,None,0,0,0,0.21,-0.42,0.35,0.16,0.24,0.29,0.14,0.19,0.25,0.4,0.22,0.12,0.17,0.13,0.4,0.22,
28941,-0.397,13.982,-44.399,2,Radial Velocity,1,0.00812,0.87,0.23,,0.48,0.48,0.22,0.39,0.27,0.19,0.25,,0.24,,0.2,0.3,,0.22,
28951,,,,1,Radial Velocity,1,2.7,2,,,,,,,,,,,,,,,,,
28954,-0.442,15.177,4.223,0,None,0,0,0,0.03,,0.04,-0.05,-0.11,0.1,0.02,0.02,0.05,0.09,0.11,0.06,0.12,-0.06,0.06,-0.02,0.04
28963,-0.636,21.673,69.2,0,None,0,0,0,-0.48,,,,-0.57,-0.49,-0.62,-0.56,-0.47,-0.2,-0.28,-0.43,-0.55,-0.62,-0.55,-0.53,-0.35
28964,-0.381,12.966,-25.114,0,None,0,0,0,-0.16,,-0.29,,0.02,-0.2,0,-0.26,0.02,0.42,0.21,0.44,-0.1,-0.4,-0.06,-0.2,
28999,-2.977,95.652,-59.561,0,None,0,0,0,0.04,,0.07,-0.03,-0.01,-0.11,-0.16,0.03,0.01,,0.14,-0.04,0.08,,-0.01,-0.01,
29001,-1.105,35.401,10.529,0,None,0,0,0,-0.57,-0.77,-0.33,-0.35,-0.59,-0.44,-0.7,-0.48,-0.5,,-0.56,-0.57,,-0.9,-0.59,-0.58,
29074,-1.47,42.166,21.897,0,None,0,0,0,0.09,,,0,0.01,0.12,0.09,0.06,0.08,0.34,0.1,-0.02,0.13,-0.05,0.18,0.1,0.27
29094,-2.026,56.424,-75.7,0,None,0,0,0,0.19,,0.21,0.15,0.18,0.29,0.21,0.22,0.19,0.39,0.16,0.22,0.18,0.13,0.24,0.2,0.31
29193,-1.814,43.919,-55.042,0,None,0,0,0,0.34,,0.43,0.34,0.32,0.33,0.38,0.39,0.29,,0.36,0.34,0.33,0.26,0.41,0.37,
29205,-2.672,63.916,-16.645,0,None,0,0,0,0.32,-2.25,0.06,0.12,0.62,0.57,0.55,0.49,0.42,0.34,0.34,0.46,0.46,0.38,0.44,0.39,0.2
29242,,,,1,Radial Velocity,1,1.6,0.83,,,,,,,,,,,,,,,,,
29246,-3.041,69.764,115.922,0,None,0,0,0,-0.57,-3.91,-0.45,-0.23,-0.34,-0.14,-0.24,-0.28,-0.43,-0.44,-0.42,-0.54,-0.5,-0.57,-0.29,-0.44,-0.5
29248,-2.345,53.619,17.371,0,None,0,0,0,-0.14,-2.85,,0.17,-0.11,-0.01,-0.03,-0.04,-0.05,,-0.05,-0.25,-0.17,-0.46,-0.14,-0.14,
29271,-0.12,2.679,-9.837,0,None,0,0,0,0.14,-2.46,0.24,0.1,0.14,0.22,0.16,0.13,0.12,0.19,0.15,0.1,0.13,0.11,0.22,0.16,0.2
29294,-4.8,103.931,-53.366,0,None,0,0,0,0.07,-3.28,-0.22,-0.04,0.26,0.28,0.18,0.24,0.11,0.07,0.06,-0.03,0.09,0.06,0.12,0.06,0.1
29295,,,,2,Radial Velocity,2,0.02287,0.58,,,,,,,,,,,,,,,,,
29349,-3.716,75.757,-73.823,0,None,0,0,0,0.27,,0.41,0.17,0.33,0.31,0.21,0.29,0.24,0.48,0.29,0.24,0.1,0.17,0.49,0.32,
29391,-3.495,68.686,-29.047,0,None,0,0,0,0.26,,0.11,0.11,0.1,0.09,0.03,0.21,0.22,,0.25,0.15,0.26,,0.14,0.23,
29421,-0.886,17.053,49.963,0,None,0,0,0,-0.43,-0.62,,,-0.48,-0.29,-0.52,-0.41,-0.34,-0.22,-0.27,-0.32,-0.43,-0.54,-0.29,-0.39,-0.43
29432,-1.269,24.186,2.881,1,Radial Velocity,1,0.04531,1.01,-0.05,-2.18,-0.08,-0.12,-0.16,-0.02,-0.12,-0.08,-0.05,0.01,-0.07,-0.17,-0.1,-0.19,-0.04,-0.1,-0.02
29525,-1.051,18.221,3.425,0,None,0,0,0,0.01,-1.48,-0.02,-0.04,-0.12,0.04,-0.03,-0.06,0.06,0.09,0,-0.04,0.02,-0.11,0.06,-0.08,0.09
29550,-3.206,53.98,-31.091,1,Radial Velocity,2,0.6,0.96,0.4,,0.44,0.41,0.63,0.52,0.47,0.43,0.37,0.53,0.45,0.57,0.45,0.44,0.56,0.5,0.58
29568,-0.913,15.196,-6.734,0,None,0,0,0,0.04,-0.99,0.04,-0.06,-0.1,0.02,-0.01,0.01,0.06,0.06,0.03,-0.01,0.02,-0.15,-0.05,-0.07,0.05
29573,-3.781,62.364,3.065,0,None,0,0,0,0.08,,,,0.41,0.22,0.46,0.25,0.14,0.45,0.37,0.48,0.24,0.17,0.32,0.23,0.09
29575,-6.031,99.287,-6.505,0,None,0,0,0,-0.04,-2.82,-0.3,-0.12,0.02,0.11,0.05,0.01,0,-0.09,-0.08,-0.18,-0.06,-0.12,-0.03,-0.1,-0.08
29650,-1.335,20.574,7.162,0,None,0,0,0,0.09,-1.44,0.06,0.12,0.06,-0.06,-0.03,0.06,0.17,,0.08,0.17,0.12,-0.04,0.17,0.08,0.43
29673,-0.672,10.184,-30.865,0,None,0,0,0,-0.21,-1.03,-0.11,-0.04,-0.19,-0.07,-0.22,-0.17,-0.12,-0.1,-0.15,-0.27,-0.21,-0.41,-0.18,-0.2,-0.22
29692,-3.958,59.215,-19.831,0,None,0,0,0,0.13,-3.41,-0.06,-0.03,0.16,0.36,0.24,0.18,0.1,0.16,0.13,0.17,0.18,0.15,0.25,0.16,0.16
29696,-3.035,45.17,25.611,0,None,0,0,0,-0.28,-3.28,-0.41,-0.26,-0.26,-0.01,0.03,-0.08,-0.12,-0.22,-0.23,-0.32,-0.22,-0.29,-0.14,-0.26,-0.42
29716,-2.464,36.212,-0.324,0,None,0,0,0,-0.14,,-0.04,0.01,-0.13,-0.02,-0.17,-0.13,0,0.12,-0.06,-0.13,-0.12,-0.3,-0.05,-0.15,0.28
29722,-5.314,77.743,-28.062,0,None,0,0,0,0.09,,0.03,-0.04,0.05,0.03,-0.06,0.09,0.03,,0.05,0.03,0.03,,-0.05,0.09,
29740,-33.107,479.942,-20.042,0,None,0,0,0,-0.45,,,,-0.08,0.05,-0.06,-0.22,-0.01,,-0.37,,,,,-0.35,
29761,-0.602,8.581,24.676,0,None,0,0,0,0,,0.08,0.13,-0.03,0.16,0.14,0.1,0.18,0.26,0.2,0.17,0.13,-0.13,0.29,0.07,-0.09
29788,-1.312,18.399,-30.96,0,None,0,0,0,0.13,-0.69,0.17,0.09,0.14,0.15,0.09,0.15,0.19,0.19,0.15,0.09,0.13,0.03,0.16,0.17,0.1
29789,-9.39,131.667,58.688,0,None,0,0,0,0.07,-2.73,-0.23,-0.06,0.27,0.12,0.23,0.19,0.2,0.11,0.08,-0.01,0.11,-0.02,0.13,0.07,0.13
29792,-0.621,8.69,-59.24,0,None,0,0,0,0.08,,,-0.16,-0.1,,0.01,0,0.05,0.15,0.02,0.11,0.07,-0.07,0.1,0.01,
29804,-2.039,28.235,-24.205,0,None,0,0,0,0.47,,0.43,0.26,,0.44,,0.42,0.4,,0.46,,,,,0.56,
29807,-3.489,48.227,-34.034,0,None,0,0,0,0.08,-2.81,-0.19,-0.09,0.46,0.28,0.29,0.26,0.26,0.04,0.07,0.13,0.16,0.15,0.1,0.11,0.06
29843,-2.758,36.983,-15.525,0,None,0,0,0,0.15,,0.14,0.21,0.16,0.1,0.04,0.1,0.15,0.44,0.14,0.04,0.12,-0.02,0.23,0.12,0.34
29860,-1.447,19.162,1.715,0,None,0,0,0,-0.06,-1.15,0.04,-0.06,-0.06,0.06,-0.05,-0.04,0,0.1,0,-0.06,-0.02,-0.14,-0.03,-0.04,0.11
29949,-6.415,80.255,84.428,0,None,0,0,0,-0.03,-2.95,0.04,0.11,0.24,0.33,0.44,0.34,0.16,0.15,0.21,0.23,0.19,0.03,0.22,0.2,0.08
29957,-1.779,22.154,72.471,0,None,0,0,0,-0.23,,,,-0.27,-0.2,-0.3,-0.2,-0.21,0.05,-0.02,-0.15,-0.2,-0.3,-0.07,-0.13,-0.2
29962,-10.426,129.302,150.209,0,None,0,0,0,-0.19,,-0.13,,0.19,0.17,,-0.07,0.26,,0.02,,-0.06,,0.15,0.08,
29982,-7.128,87.296,13.946,0,None,0,0,0,0.07,-1.9,-0.25,0.02,0.05,0.08,0.12,0.06,0.15,0.13,0.13,0.08,0.12,-0.02,0.11,0.05,0.27
29991,-5.897,71.699,8.484,0,None,0,0,0,-0.15,-0.78,,,-0.24,-0.04,-0.25,-0.13,-0.08,0.47,-0.08,-0.08,-0.14,-0.32,0.04,-0.19,0.07
30023,-1.84,22.054,24.062,0,None,0,0,0,0.08,,0.05,0.08,-0.05,0.03,-0.06,0.04,0.09,,0.06,0.08,0.08,-0.1,,0.02,0.1
30037,-2.071,24.6,-63.75,0,None,0,0,0,0.05,-2.54,0.04,0,-0.04,0.08,-0.01,0,0.04,0.1,0.04,-0.01,0.06,0.04,0.11,0.06,0.13
30057,-5.397,63.029,55.17,3,Radial Velocity,1,2.55,1.32,0.32,-1.3,0.29,0.34,0.32,0.22,0.24,0.27,0.32,0.38,0.27,0.27,0.25,0.2,0.38,0.33,0.32
30064,-4.528,52.701,-107.609,0,None,0,0,0,-0.2,,,,-0.12,-0.09,-0.09,-0.09,-0.08,-0.1,-0.06,-0.05,-0.17,-0.31,-0.08,-0.19,
30067,-2.242,26.053,7.505,0,None,0,0,0,-0.22,-0.95,-0.08,-0.13,-0.32,-0.15,-0.32,-0.21,-0.2,,-0.2,-0.18,-0.24,-0.47,-0.27,-0.27,-0.24
30104,-1.452,16.509,-18.891,0,None,0,0,0,0.16,-1.81,0.21,0.11,0.19,0.22,0.2,0.17,0.21,0.25,0.19,0.16,0.18,0.09,0.21,0.18,0.13
30114,-4.582,51.749,-9.84,1,Radial Velocity,1,0.58,1.2,0.07,,0.12,0.16,0.03,0.18,0.12,0.07,0.09,0.11,0.08,0,0.06,-0.05,0.06,0.03,0.09
30129,-0.899,10.065,59.468,0,None,0,0,0,0.02,-0.48,,,-0.04,0.04,-0.09,-0.06,0.04,0.29,0.17,0.13,0.05,-0.11,0.25,0.04,-0.19
30142,-30.023,333.298,160.395,0,None,0,0,0,-0.5,,,,,,,-0.43,,,-0.5,-0.43,,,,-0.44,
30158,-3.438,37.81,-37.688,0,None,0,0,0,0.04,-2.61,0.03,-0.03,-0.02,0.14,0.07,0.02,0.02,0.1,0.03,-0.02,0.05,-0.01,0.09,0.04,0.04
30170,-2.277,24.905,-129.467,0,None,0,0,0,-0.33,,,,-0.16,-0.05,-0.02,-0.12,-0.15,0.03,0,0,-0.27,-0.49,-0.09,-0.27,
30179,-1.176,12.794,-62.66,0,None,0,0,0,0.22,,0.1,0.05,0.1,-0.06,0.07,0.19,0.1,,0.19,0.21,0.22,,0.14,0.26,
30220,-3.857,41.067,12.843,0,None,0,0,0,0.07,,0.05,0,-0.01,0.06,0.03,0.08,0.06,,0.05,0.1,0.06,-0.05,,0.08,-0.1
30225,-2.495,26.452,-10.851,0,None,0,0,0,-0.02,,0.11,0.05,-0.03,-0.04,0,-0.04,0.04,0.1,0.09,0.24,0.02,-0.14,0,-0.05,0.11
30232,-3.691,39.001,-12.855,0,None,0,0,0,-0.16,,-0.11,,-0.28,-0.1,-0.13,-0.1,-0.18,,-0.14,-0.16,-0.25,,-0.21,-0.17,
30243,-4.065,42.756,-0.404,0,None,0,0,0,0.3,,0.36,0.17,0.44,0.38,0.36,0.32,0.29,0.46,0.32,0.31,0.32,0.34,0.47,0.4,0.27
30260,-3.827,39.836,-34.642,0,None,0,0,0,0.07,,0.03,,0.18,0.04,0.04,0.08,0.09,0.09,0.14,0.18,0.08,-0.07,0.04,0.04,
30314,-1.163,11.798,-20.715,0,None,0,0,0,0.01,,-0.01,0.07,-0.09,0.17,,0.08,0.06,0.23,0.04,0.01,0.01,-0.23,-0.01,0,0.44
30321,-6.655,67.159,-185.26,0,None,0,0,0,-0.14,-3.54,-0.29,-0.25,0.22,0.04,0.15,0.17,0.17,-0.26,-0.07,0.01,0.03,-0.27,-0.11,-0.08,-0.14
30343,-6.542,65.085,27.113,0,None,0,0,0,0.04,,0.04,0.1,,,,-0.1,0.06,,,,,,,,
30344,-2.676,26.621,-12.225,0,None,0,0,0,0.11,-1.51,,-0.01,-0.02,0.06,-0.04,0.03,0.06,0.06,0.08,-0.04,0.05,-0.04,0.06,0.03,
30355,-2.092,20.688,76.777,0,None,0,0,0,-0.16,,,,-0.23,-0.09,-0.3,-0.19,-0.06,0.03,-0.14,-0.15,-0.12,-0.3,-0.06,-0.14,-0.12
30376,-9.472,93.085,-57.991,0,None,0,0,0,-0.04,,,,0.1,0.02,0.01,0.06,0.05,0.06,0.04,0.06,-0.01,-0.18,-0.07,-0.05,
30377,-4.322,42.472,-45.499,0,None,0,0,0,0.37,,0.37,0.38,0.41,0.36,0.34,0.34,0.29,0.43,0.3,0.34,0.37,0.38,0.4,0.34,0.32
30444,-8.297,78.882,-59.138,0,None,0,0,0,0.01,-3.28,,,0.16,-0.01,0.08,0.07,0.08,0.14,0.1,0.13,0.03,0.2,0.07,-0.05,
30455,-12.208,115.655,-86.695,0,None,0,0,0,0.08,,,,0.31,0.12,0.17,0.18,0.16,0.26,0.16,0.22,0.13,0,0.19,0.09,
30476,-2.168,20.282,-18.919,0,None,0,0,0,-0.01,-3.01,0.09,0.04,-0.02,0.13,0.07,0.02,0.06,0.12,0.11,-0.03,-0.02,-0.16,0.07,-0.02,-0.11
30480,-1.531,14.298,-28.753,0,None,0,0,0,0.24,-2.21,0.39,0.2,0.27,0.26,0.21,0.2,0.21,0.35,0.19,0.16,0.18,0.09,0.37,0.24,0.48
30502,-4.541,41.924,-39.885,0,None,0,0,0,-0.02,-2.33,-0.09,-0.11,-0.11,0.04,-0.06,-0.06,-0.03,0.04,-0.02,-0.12,-0.07,-0.14,0.02,-0.06,0.07
30503,-2.066,19.073,-10.538,1,Radial Velocity,2,0.0375,1.01,0.08,-1.2,0.03,-0.04,0.02,0.12,0.03,0.06,0.11,0.12,0.08,0,0.06,-0.06,0.07,0.05,0.1
30513,-5.176,47.578,4.079,0,None,0,0,0,0.17,,,,0.23,0.21,0.14,0.17,0.22,0.86,0.25,0.14,0.2,0.06,0.42,0.15,0.5
30516,-3.452,31.7,-82.223,0,None,0,0,0,0.32,,0.3,,0.21,0.28,0.24,0.28,0.21,,0.33,0.34,0.28,,0.39,0.39,
30517,-13.346,122.452,35.453,0,None,0,0,0,-0.02,-2.75,-0.19,-0.04,0.07,0.16,0.2,0.14,0.08,-0.02,0.03,-0.03,0.02,-0.06,0.04,0.01,-0.08
30545,-3.647,32.938,-0.547,0,None,0,0,0,-0.02,-0.78,0.03,-0.02,-0.13,0,-0.06,-0.02,0.04,0.24,-0.02,-0.11,-0.03,-0.18,-0.03,-0.07,0
30552,-3.592,32.36,6.466,0,None,0,0,0,-0.04,-1.41,-0.01,-0.08,-0.18,-0.03,-0.15,-0.06,0,,-0.02,-0.03,-0.04,-0.24,,-0.08,0.04
30565,-3.288,29.453,-80.075,0,None,0,0,0,-0.28,-3.1,-0.47,-0.27,-0.17,-0.09,-0.05,-0.14,-0.16,-0.21,-0.17,-0.23,-0.29,-0.48,-0.2,-0.3,-0.42
30579,-3.253,28.955,-17.842,1,Radial Velocity,2,0.1893,0.82,-0.15,,-0.06,-0.13,-0.1,-0.04,-0.04,-0.09,-0.09,-0.07,-0.01,-0.04,-0.11,-0.22,-0.08,-0.13,-0.04
30619,-22.879,200.111,390.068,0,None,0,0,0,-0.55,,,,-0.32,0,0.15,-0.23,-0.5,-1,-0.65,-0.5,,-0.65,,-0.46,
30630,-1.592,13.883,4.745,0,None,0,0,0,-0.17,-3.78,0.15,0.15,-0.37,-0.06,-0.22,-0.08,-0.21,-0.29,-0.18,-0.34,-0.1,-0.21,0.05,-0.14,-0.34
30664,-17.259,147.795,-98.173,0,None,0,0,0,0.06,,,,0.23,0.11,0.15,0.15,0.14,0.22,0.15,0.19,0.1,0.29,0.16,0.05,
30687,-12.822,108.666,34.398,0,None,0,0,0,0,,-0.13,-0.05,-0.32,-0.09,-0.25,-0.19,0.06,,0.01,-0.04,-0.03,-0.3,,-0.07,0.23
30711,-3.129,26.25,-12.812,0,None,0,0,0,0.08,,0.1,-0.03,-0.04,0.14,0,0.02,0.12,0.39,0.12,0.02,0.04,-0.13,0.24,0.04,0.15
30728,-10.763,89.791,4.594,0,None,0,0,0,-0.04,-3.06,-0.16,-0.06,0,0.1,0.18,0.1,0.06,-0.01,0,-0.08,-0.02,-0.07,0.08,-0.01,0.02
30740,-5.403,44.739,181.017,0,None,0,0,0,0.09,,0.17,,0.16,0.11,-0.07,0.15,0.11,,0.15,,-0.08,,,0.12,
