f_preferred_name,Fe,Li,C,O,Na,Mg,Al,Si,Ca,Sc,Ti,V,Cr,Mn,Co,Ni,Y,f_ra,f_dec,f_x,f_y,f_z,f_dist,f_disk,f_spec,f_vmag,f_bv,f_u,f_v,f_w,f_teff,f_logg,f_mass,f_radius,
HIP 104732 ,0.02 ,-2.72 ,-0.07 ,-0.01 ,0.26 ,0.18 ,0.19 ,0.16 ,0.13 ,-0.03 ,0.00 ,-0.05 ,0.07 ,-0.04 ,0.03 ,0.04 ,0.32 ,318.2341083 ,30.2268987 ,31.724 ,-28.330 ,24.781 ,49.23 ,thin ,G8+IIIaBa0.5 ,3.21 ,0.990 ,12.10 ,12.20 ,-11.20 ,5129.0 ,3.02 ,,,
HIP 104733 ,-0.17 ,-1.38 ,-0.18 ,-0.10 ,-0.38 ,-0.14 ,-0.25 ,-0.18 ,-0.16 ,,-0.17 ,-0.15 ,-0.20 ,-0.36 ,,-0.26 ,-0.20 ,318.2401554 ,30.8095127 ,17.327 ,-15.470 ,13.852 ,27.05 ,thin ,G3V ,7.33 ,0.666 ,-7.40 ,6.60 ,10.40 ,5744.0 ,4.55 ,1.02 ,0.89 ,
HIP 6431 ,0.25 ,,0.30 ,,0.16 ,0.08 ,0.22 ,0.08 ,0.07 ,0.35 ,0.29 ,0.43 ,0.12 ,0.05 ,0.21 ,0.14 ,,20.6525047 ,12.7509501 ,40.397 ,15.227 ,9.769 ,44.26 ,thin ,K3V ,9.50 ,1.024 ,-75.10 ,-45.80 ,4.10 ,4933.0 ,4.49 ,0.79 ,0.79 ,
HD 182400 ,-0.69 ,,-0.81 ,-0.64 ,-0.99 ,-0.52 ,-0.60 ,-0.69 ,-0.65 ,-0.48 ,-0.70 ,-0.94 ,-0.85 ,-1.32 ,-0.71 ,-0.95 ,-0.78 ,289.9137407 ,66.9739823 ,58.411 ,-161.237 ,403.499 ,438.43 ,N/A ,,,,,,,3952.6 ,,,55.09 ,
2MASS 03441120+2322455 ,0.11 ,,0.07 ,0.15 ,-0.11 ,-0.11 ,-0.11 ,-0.02 ,0.25 ,,0.04 ,0.04 ,0.06 ,0.03 ,,0.00 ,0.09 ,56.0467271 ,23.3793266 ,67.239 ,99.861 ,52.045 ,131.16 ,N/A ,,11.46 ,,,,,5196.0 ,4.50 ,0.90 ,0.85 ,
HIP 6442 ,0.06 ,,0.03 ,0.14 ,-0.12 ,0.06 ,-0.08 ,-0.03 ,0.18 ,,0.09 ,0.09 ,0.09 ,-0.07 ,,0.03 ,0.26 ,20.6810180 ,10.3695600 ,52.125 ,19.677 ,10.195 ,56.64 ,thin ,G5 ,7.48 ,0.681 ,34.10 ,-5.50 ,-11.40 ,5810.0 ,3.96 ,1.01 ,1.74 ,
HIP 71979 ,-0.82 ,,-0.94 ,-0.57 ,-1.27 ,-0.75 ,-0.83 ,-0.79 ,-0.62 ,-0.92 ,-0.63 ,-0.89 ,-0.82 ,-1.23 ,-0.87 ,-0.98 ,,220.8248715 ,5.8277114 ,-60.604 ,-52.358 ,8.174 ,80.50 ,thick ,G6.V ,10.44 ,0.714 ,-306.60 ,-236.00 ,30.60 ,5300.0 ,4.61 ,0.89 ,0.77 ,
HIP 39212 ,0.09 ,-0.08 ,0.06 ,0.02 ,0.08 ,0.20 ,0.12 ,0.11 ,0.13 ,0.37 ,0.09 ,0.02 ,0.14 ,0.04 ,0.21 ,0.11 ,0.18 ,120.3062896 ,8.3763075 ,-35.483 ,60.706 ,10.354 ,71.07 ,thin ,G0 ,7.51 ,0.619 ,25.80 ,7.10 ,-24.10 ,5938.0 ,3.89 ,1.08 ,1.95 ,
HIP 104752 ,0.00 ,-2.79 ,-0.29 ,-0.14 ,0.16 ,0.08 ,0.08 ,0.10 ,0.08 ,0.00 ,0.01 ,0.02 ,0.02 ,0.04 ,0.02 ,-0.02 ,0.00 ,318.3290064 ,-36.4235282 ,68.352 ,-60.837 ,-67.521 ,113.72 ,thin ,K0III ,5.95 ,0.967 ,-12.10 ,1.60 ,-13.10 ,4999.0 ,3.05 ,,10.01 ,
HIP 6455 ,-0.06 ,-1.56 ,-0.10 ,-0.17 ,-0.16 ,-0.05 ,-0.12 ,-0.10 ,-0.04 ,-0.05 ,-0.05 ,-0.14 ,-0.08 ,-0.22 ,-0.11 ,-0.11 ,-0.04 ,20.7536408 ,-16.4874614 ,33.789 ,12.804 ,-10.695 ,37.68 ,thin ,G3V ,7.93 ,0.656 ,37.90 ,-11.20 ,-0.60 ,5895.0 ,4.51 ,1.02 ,0.93 ,
HIP 6456 ,0.39 ,,0.53 ,0.34 ,0.64 ,0.51 ,0.56 ,0.45 ,0.40 ,0.65 ,0.47 ,0.71 ,0.44 ,0.59 ,0.66 ,0.49 ,0.42 ,20.7609946 ,-12.9660679 ,27.429 ,10.398 ,-6.754 ,30.10 ,thin ,K0VCN+2 ,7.85 ,0.900 ,-59.70 ,-37.70 ,-26.00 ,5244.1 ,4.41 ,0.89 ,0.98 ,
HIP 6458 ,-0.14 ,,-0.34 ,-0.20 ,-0.33 ,-0.20 ,-0.30 ,-0.35 ,-0.13 ,,-0.17 ,-0.26 ,-0.21 ,-0.30 ,,-0.15 ,0.08 ,20.7608867 ,-16.5603112 ,145.565 ,55.181 ,-46.291 ,162.41 ,thin ,G6/8III/IV ,7.75 ,0.920 ,-49.20 ,-2.40 ,17.30 ,4980.0 ,,,6.57 ,
HIP 104766 ,-0.15 ,,,-0.23 ,-0.30 ,-0.08 ,-0.21 ,-0.16 ,-0.11 ,-0.07 ,-0.22 ,,-0.24 ,-0.32 ,,-0.25 ,-0.22 ,318.3628478 ,-22.5460939 ,58.270 ,-51.802 ,-32.368 ,84.42 ,thin ,F7V ,8.02 ,0.519 ,51.20 ,6.30 ,-40.70 ,6246.0 ,4.07 ,1.20 ,1.66 ,
HIP 104768 ,0.21 ,,0.28 ,0.34 ,0.29 ,0.24 ,0.12 ,0.22 ,0.19 ,,0.16 ,0.28 ,0.22 ,0.20 ,0.24 ,0.23 ,,318.3653632 ,-49.7946075 ,34.506 ,-30.673 ,-54.622 ,71.52 ,thin ,G6IV ,8.20 ,0.714 ,19.90 ,6.80 ,0.20 ,5657.0 ,4.17 ,1.00 ,1.62 ,
HIP 39242 ,0.33 ,-0.59 ,0.35 ,0.18 ,0.46 ,0.23 ,0.30 ,0.40 ,0.33 ,0.40 ,0.36 ,0.34 ,0.33 ,0.46 ,0.38 ,0.39 ,,120.3855805 ,-70.0238790 ,-9.406 ,16.041 ,-51.156 ,54.43 ,thin ,F6V ,7.70 ,0.595 ,-17.40 ,-23.40 ,9.50 ,6391.0 ,4.31 ,1.18 ,1.25 ,
HIP 104788 ,-0.06 ,,-0.07 ,-0.17 ,-0.03 ,0.08 ,-0.05 ,-0.06 ,0.04 ,0.20 ,-0.01 ,-0.03 ,-0.01 ,-0.16 ,0.02 ,-0.03 ,0.17 ,318.4270150 ,64.4039590 ,13.814 ,-12.253 ,38.546 ,42.74 ,thin ,G0V ,6.39 ,0.625 ,5.80 ,34.80 ,-10.70 ,6028.0 ,,,,
HIP 104791 ,-0.20 ,,-0.19 ,-0.26 ,-0.17 ,-0.12 ,-0.22 ,-0.21 ,-0.02 ,0.06 ,-0.10 ,-0.03 ,-0.06 ,-0.31 ,-0.12 ,-0.13 ,,318.4463811 ,70.0276094 ,31.054 ,-27.526 ,114.183 ,121.49 ,thin ,K0 ,6.67 ,0.882 ,4.90 ,1.90 ,-5.40 ,4946.1 ,,,7.16 ,
2MASS 02123147+5146435 ,0.27 ,,0.12 ,0.10 ,0.05 ,0.18 ,0.07 ,0.20 ,0.23 ,,0.19 ,0.03 ,0.18 ,0.07 ,0.22 ,0.21 ,,33.1311614 ,51.7787677 ,162.470 ,106.039 ,246.357 ,313.58 ,N/A ,,11.83 ,,,,,6086.0 ,4.34 ,1.21 ,1.22 ,
HIP 6497 ,0.32 ,,0.31 ,0.12 ,0.35 ,0.35 ,0.22 ,0.28 ,0.32 ,,0.22 ,,0.25 ,0.36 ,,0.32 ,,20.8582882 ,-14.2069200 ,64.102 ,24.425 ,-17.367 ,70.76 ,thin ,G3V ,8.14 ,0.661 ,-32.10 ,-12.20 ,-14.10 ,5819.0 ,4.14 ,1.10 ,1.43 ,
HIP 6498 ,0.40 ,,0.33 ,0.15 ,0.44 ,0.24 ,0.19 ,0.29 ,0.26 ,,0.28 ,0.21 ,0.27 ,0.30 ,,0.41 ,0.33 ,20.8689224 ,46.8906350 ,51.988 ,19.820 ,59.437 ,81.42 ,thin ,G5 ,8.28 ,0.691 ,-30.00 ,-34.40 ,-10.90 ,5861.0 ,4.03 ,1.05 ,1.65 ,
HIP 39271 ,0.28 ,,,,0.43 ,0.35 ,0.42 ,0.34 ,0.18 ,0.81 ,0.34 ,0.22 ,0.29 ,0.27 ,0.41 ,0.27 ,0.74 ,120.4613731 ,8.9139914 ,-32.041 ,54.479 ,9.913 ,63.98 ,thin ,F7V ,6.21 ,0.570 ,-11.70 ,0.80 ,6.70 ,6503.0 ,4.36 ,1.14 ,3.04 ,
HIP 104809 ,0.16 ,,0.14 ,0.02 ,0.03 ,0.05 ,-0.02 ,0.08 ,0.14 ,,0.12 ,0.14 ,0.13 ,0.00 ,,0.11 ,0.11 ,318.5075065 ,-29.6635224 ,19.409 ,-17.167 ,-14.758 ,29.82 ,thin ,G6V ,7.35 ,0.689 ,-38.50 ,-10.50 ,-8.30 ,5749.0 ,4.58 ,1.02 ,0.96 ,
HIP 72043 ,0.01 ,-2.25 ,0.04 ,-0.02 ,-0.02 ,0.09 ,0.00 ,-0.01 ,0.02 ,0.10 ,0.01 ,-0.09 ,-0.03 ,-0.13 ,0.04 ,0.00 ,-0.02 ,221.0487212 ,18.4621178 ,-30.031 ,-26.150 ,13.294 ,41.98 ,thin ,G5V ,7.52 ,0.636 ,15.10 ,-30.20 ,5.80 ,5811.0 ,4.27 ,1.06 ,1.19 ,
HIP 6511 ,0.05 ,-0.63 ,0.06 ,0.09 ,0.10 ,0.08 ,0.01 ,0.06 ,0.11 ,0.10 ,0.10 ,0.03 ,0.05 ,-0.06 ,0.01 ,0.06 ,,20.9051494 ,-41.2697999 ,38.836 ,14.834 ,-36.483 ,55.31 ,thin ,G0V ,7.69 ,0.553 ,-0.90 ,-22.50 ,3.60 ,6214.0 ,4.30 ,1.13 ,1.19 ,
HIP 6512 ,-0.05 ,,0.06 ,0.12 ,-0.03 ,0.13 ,0.16 ,0.05 ,0.04 ,-0.02 ,0.12 ,0.02 ,-0.04 ,-0.09 ,0.01 ,-0.01 ,0.09 ,20.9061302 ,34.2458652 ,41.804 ,15.969 ,30.465 ,54.14 ,thin ,G8IV ,6.28 ,0.829 ,-58.60 ,-19.80 ,33.20 ,5222.0 ,3.59 ,,3.65 ,
HIP 72048 ,0.11 ,,,,0.03 ,,,0.04 ,,,0.03 ,,,,,0.00 ,,221.0589188 ,-69.6741213 ,-9.486 ,-8.264 ,-33.964 ,36.22 ,thin ,F7V ,6.99 ,0.553 ,-21.40 ,-4.40 ,-5.90 ,6187.0 ,4.36 ,1.16 ,1.18 ,
HIP 72053 ,0.08 ,,-0.03 ,,-0.01 ,-0.11 ,-0.16 ,0.03 ,0.06 ,,0.18 ,0.02 ,0.13 ,,-0.12 ,-0.05 ,,221.0700907 ,-11.6173483 ,-43.790 ,-38.160 ,-11.941 ,59.30 ,N/A ,G3V ,8.39 ,0.600 ,,,,5858.2 ,4.41 ,1.09 ,1.08 ,
HIP 72064 ,-0.34 ,,-0.45 ,-0.19 ,-0.26 ,-0.15 ,-0.31 ,-0.26 ,-0.14 ,-0.11 ,-0.25 ,-0.17 ,-0.22 ,-0.49 ,-0.22 ,-0.22 ,,221.1088656 ,60.7721776 ,-115.220 ,-100.544 ,273.308 ,313.18 ,thin ,K0 ,7.95 ,1.000 ,-41.10 ,-10.90 ,-2.80 ,4861.2 ,,,11.33 ,
HIP 39298 ,0.19 ,-2.85 ,0.21 ,0.11 ,0.24 ,0.28 ,0.27 ,0.21 ,0.20 ,0.30 ,0.30 ,0.26 ,0.20 ,0.15 ,0.32 ,0.24 ,0.29 ,120.5223456 ,-12.8046206 ,-22.013 ,37.338 ,-9.851 ,44.45 ,thin ,G6V ,8.04 ,0.721 ,1.30 ,-42.90 ,-42.50 ,5655.0 ,4.39 ,0.99 ,1.09 ,
2MASS 19115418+3905138 ,0.16 ,,0.17 ,0.13 ,0.07 ,0.16 ,0.14 ,0.09 ,0.14 ,,0.08 ,0.16 ,0.14 ,0.09 ,,0.19 ,0.16 ,287.9757619 ,39.0871828 ,237.794 ,-732.910 ,625.900 ,992.70 ,N/A ,,,,,,,5956.0 ,4.06 ,1.07 ,1.47 ,
HIP 6537 ,-0.06 ,-3.46 ,-0.14 ,0.02 ,-0.06 ,0.20 ,0.06 ,0.11 ,-0.09 ,-0.05 ,-0.04 ,-0.14 ,-0.06 ,-0.16 ,0.06 ,-0.06 ,-0.26 ,21.0058470 ,-8.1832609 ,32.240 ,12.379 ,-4.966 ,34.89 ,thin ,K0III ,3.59 ,1.065 ,23.40 ,-15.80 ,-28.90 ,4941.0 ,2.74 ,,,
HIP 72073 ,-0.58 ,,-0.38 ,-0.15 ,-0.38 ,-0.17 ,-0.42 ,-0.16 ,-0.34 ,-0.29 ,-0.31 ,-0.43 ,-0.39 ,-0.65 ,-0.36 ,-0.33 ,,221.1432413 ,60.0537437 ,-120.878 ,-105.609 ,278.621 ,321.55 ,N/A ,K0 ,7.57 ,1.110 ,,,,4729.3 ,,,15.57 ,
HD 237200 ,0.21 ,,,,,0.03 ,0.13 ,0.19 ,0.34 ,,0.26 ,,,,,0.15 ,,59.2548487 ,55.8832658 ,38.020 ,63.918 ,109.777 ,132.60 ,N/A ,,9.66 ,,,,,6045.0 ,4.25 ,1.15 ,1.36 ,
HIP 39311 ,-0.31 ,-3.60 ,-0.40 ,-0.28 ,-0.25 ,-0.24 ,-0.08 ,-0.11 ,-0.30 ,-0.26 ,-0.24 ,-0.15 ,-0.36 ,-0.39 ,-0.25 ,-0.36 ,-0.36 ,120.5664038 ,2.3345719 ,-34.628 ,58.631 ,2.776 ,68.15 ,thin ,K2III ,4.38 ,1.252 ,-76.20 ,-10.70 ,29.30 ,4466.0 ,2.26 ,1.10 ,21.40 ,
HIP 104856 ,-0.20 ,,-0.19 ,,-0.09 ,-0.08 ,0.00 ,-0.20 ,-0.07 ,0.10 ,0.12 ,0.33 ,-0.13 ,-0.30 ,-0.07 ,-0.18 ,,318.6157275 ,-74.0468007 ,11.947 ,-10.526 ,-55.700 ,57.93 ,N/A ,M0 ,10.00 ,0.900 ,,,,5023.0 ,4.43 ,,0.89 ,
HIP 39326 ,-0.16 ,-3.24 ,-0.12 ,-0.12 ,-0.11 ,0.10 ,-0.20 ,-0.10 ,-0.02 ,-0.01 ,-0.14 ,-0.19 ,-0.11 ,-0.32 ,-0.15 ,-0.23 ,-0.02 ,120.6082062 ,-6.3371369 ,-56.949 ,96.264 ,-12.422 ,112.54 ,thin ,F8/G0IV ,6.32 ,0.615 ,15.60 ,6.70 ,-3.20 ,5991.0 ,,,5.45 ,
HIP 72097 ,-0.12 ,-3.28 ,,,0.16 ,-0.08 ,0.00 ,0.02 ,0.02 ,0.02 ,0.00 ,0.01 ,-0.02 ,-0.19 ,-0.05 ,-0.09 ,,221.2311502 ,-58.4774944 ,-46.659 ,-40.892 ,-101.154 ,118.67 ,thin ,K0III ,6.10 ,1.013 ,-48.60 ,-18.00 ,-1.40 ,5000.0 ,2.72 ,,10.77 ,
HIP 39330 ,0.14 ,-1.34 ,0.11 ,0.10 ,0.12 ,0.22 ,0.16 ,0.13 ,0.14 ,0.22 ,0.11 ,0.05 ,0.15 ,0.09 ,0.15 ,0.14 ,0.21 ,120.6124484 ,-46.3363059 ,-12.781 ,21.600 ,-26.297 ,36.35 ,thin ,G2V ,7.50 ,0.655 ,-48.90 ,-15.70 ,-0.70 ,5840.0 ,4.40 ,1.06 ,1.03 ,
HIP 39342 ,0.07 ,,,0.29 ,0.09 ,,,0.02 ,-0.10 ,,0.10 ,0.15 ,-0.02 ,-0.02 ,0.22 ,0.04 ,,120.6299470 ,-66.0209396 ,-3.578 ,6.043 ,-15.789 ,17.28 ,thin ,K2V(k) ,7.17 ,0.872 ,9.70 ,-38.60 ,-30.00 ,5156.0 ,4.57 ,0.87 ,0.80 ,
HIP 6575 ,-0.18 ,,-0.15 ,-0.13 ,-0.35 ,-0.16 ,-0.28 ,-0.14 ,-0.12 ,,-0.16 ,-0.15 ,-0.16 ,-0.36 ,,-0.19 ,-0.09 ,21.1166637 ,39.0620623 ,23.905 ,9.232 ,20.798 ,33.00 ,thin ,G5 ,8.39 ,0.784 ,-33.40 ,-10.20 ,-5.60 ,5451.0 ,4.57 ,0.90 ,0.81 ,
HIP 104886 ,-0.22 ,,-0.28 ,-0.20 ,-0.16 ,-0.17 ,-0.25 ,-0.15 ,-0.09 ,0.01 ,-0.17 ,-0.06 ,-0.09 ,-0.33 ,-0.13 ,-0.13 ,,318.6939870 ,64.7503277 ,53.688 ,-47.176 ,151.541 ,167.55 ,thin ,K0 ,6.98 ,0.944 ,0.50 ,-17.80 ,-9.00 ,5087.2 ,,,9.28 ,
HIP 72119 ,-0.05 ,,0.28 ,0.22 ,0.09 ,0.09 ,0.19 ,0.01 ,0.08 ,0.39 ,0.27 ,0.47 ,0.03 ,-0.14 ,0.15 ,0.01 ,0.03 ,221.2905788 ,-49.9162778 ,-13.247 ,-11.634 ,-20.949 ,27.38 ,thick ,K2+V ,8.39 ,0.936 ,-68.40 ,-79.60 ,-9.90 ,5026.0 ,4.49 ,,,
HIP 72125 ,0.03 ,-2.64 ,-0.30 ,-0.13 ,0.20 ,0.11 ,0.17 ,0.17 ,0.12 ,-0.01 ,-0.04 ,-0.15 ,0.06 ,-0.11 ,0.00 ,-0.02 ,-0.01 ,221.3102523 ,16.9642766 ,-51.801 ,-45.525 ,21.037 ,72.10 ,thin ,G8.5III ,4.60 ,0.972 ,-6.00 ,-28.70 ,-2.80 ,4980.0 ,2.90 ,,11.68 ,
HIP 6592 ,-0.19 ,,,,-0.04 ,0.00 ,-0.02 ,0.01 ,-0.12 ,-0.15 ,-0.03 ,-0.06 ,-0.20 ,-0.06 ,-0.06 ,-0.16 ,,21.1699439 ,-41.4925456 ,54.387 ,21.062 ,-51.586 ,77.86 ,thick ,K0III ,5.42 ,1.030 ,5.90 ,-32.30 ,-67.30 ,4763.0 ,2.66 ,,10.20 ,
HIP 72131 ,-0.21 ,,-0.01 ,0.51 ,0.34 ,-0.08 ,,-0.14 ,-0.05 ,0.45 ,-0.09 ,-0.38 ,-0.12 ,-0.19 ,0.59 ,-0.37 ,0.09 ,221.3222357 ,-62.8756494 ,-17.030 ,-14.973 ,-44.268 ,49.74 ,thin ,F0Vn ,5.36 ,0.308 ,3.00 ,6.10 ,-23.40 ,7164.0 ,3.89 ,1.60 ,2.39 ,
HIP 6597 ,-0.07 ,,-0.17 ,0.05 ,-0.36 ,-0.13 ,-0.11 ,-0.23 ,-0.04 ,,0.06 ,-0.05 ,-0.19 ,-0.31 ,,0.02 ,0.14 ,21.1789185 ,36.0639040 ,182.403 ,70.672 ,142.456 ,241.99 ,thick ,G5 ,7.87 ,1.020 ,-24.10 ,-44.50 ,-57.40 ,4777.0 ,2.82 ,,10.41 ,
HIP 72134 ,-0.15 ,-0.64 ,-0.14 ,0.02 ,-0.24 ,-0.03 ,-0.28 ,-0.17 ,-0.13 ,-0.05 ,-0.13 ,-0.31 ,-0.19 ,-0.39 ,-0.17 ,-0.26 ,-0.06 ,221.3277144 ,-18.0028872 ,-41.733 ,-36.699 ,-18.060 ,58.43 ,thin ,G1V ,8.22 ,0.563 ,-28.70 ,-30.20 ,-9.20 ,6196.0 ,4.66 ,1.15 ,1.08 ,
HIP 104903 ,0.33 ,-1.90 ,0.20 ,0.18 ,0.36 ,0.30 ,0.29 ,0.30 ,0.30 ,0.38 ,0.32 ,0.30 ,0.33 ,0.35 ,0.40 ,0.35 ,0.40 ,318.7407025 ,-20.7892115 ,31.952 ,-28.031 ,-16.137 ,45.47 ,thin ,G6V ,8.07 ,0.714 ,25.00 ,-17.30 ,-12.30 ,5845.0 ,4.50 ,1.03 ,1.05 ,
2MASS 18481470+4705077 ,-0.04 ,,-0.03 ,-0.16 ,-0.22 ,-0.03 ,-0.17 ,-0.11 ,-0.06 ,,-0.01 ,-0.16 ,-0.04 ,-0.22 ,,-0.05 ,-0.07 ,282.0613157 ,47.0854814 ,106.839 ,-500.006 ,549.937 ,750.90 ,N/A ,,,,,,,5932.0 ,4.34 ,1.12 ,1.12 ,
HIP 6605 ,-0.07 ,-3.33 ,-0.17 ,-0.04 ,-0.13 ,0.04 ,-0.03 ,-0.08 ,-0.07 ,-0.08 ,-0.06 ,-0.19 ,-0.17 ,-0.18 ,-0.04 ,-0.14 ,-0.18 ,21.2028376 ,-2.8485898 ,69.359 ,26.906 ,-3.702 ,74.49 ,thin ,K0III ,6.16 ,0.959 ,11.20 ,-17.20 ,21.10 ,5030.0 ,3.32 ,,6.68 ,
HIP 6607 ,-0.37 ,,-0.11 ,-0.02 ,-0.26 ,-0.08 ,-0.07 ,-0.19 ,-0.20 ,-0.15 ,-0.07 ,-0.22 ,-0.32 ,-0.62 ,-0.23 ,-0.32 ,-0.38 ,21.2050287 ,-27.8390454 ,33.507 ,13.000 ,-18.981 ,40.64 ,thick ,G6V(W) ,8.36 ,0.684 ,-25.30 ,-84.80 ,-75.50 ,5654.0 ,4.61 ,0.97 ,0.93 ,
HIP 6613 ,0.04 ,,-0.01 ,-0.06 ,-0.23 ,-0.01 ,-0.08 ,-0.06 ,0.00 ,,-0.03 ,0.00 ,-0.04 ,-0.17 ,,-0.04 ,-0.18 ,21.2247674 ,18.4999321 ,27.741 ,10.774 ,9.958 ,31.38 ,thin ,K2 ,8.49 ,0.912 ,-59.00 ,-62.80 ,-14.60 ,5053.0 ,4.48 ,0.84 ,0.83 ,
HIP 104922 ,0.09 ,,-0.05 ,0.08 ,0.05 ,0.08 ,-0.01 ,0.05 ,0.07 ,0.25 ,0.12 ,0.01 ,0.13 ,0.00 ,0.13 ,0.07 ,0.14 ,318.7987053 ,-15.7412063 ,49.517 ,-43.351 ,-18.550 ,68.38 ,thin ,G3V ,8.96 ,0.660 ,42.20 ,-37.20 ,-23.50 ,5903.0 ,4.48 ,1.06 ,0.98 ,
HIP 72155 ,0.18 ,,0.04 ,-0.03 ,0.07 ,0.09 ,0.06 ,0.15 ,0.17 ,,0.18 ,0.15 ,0.19 ,,0.05 ,0.16 ,,221.3778049 ,-37.9566687 ,-35.453 ,-31.232 ,-36.856 ,59.92 ,thin ,G1IV ,8.36 ,0.609 ,-24.30 ,-22.60 ,-4.30 ,6180.0 ,4.49 ,1.18 ,1.02 ,
HIP 104941 ,-0.11 ,,-0.32 ,-0.24 ,-0.31 ,-0.16 ,-0.21 ,-0.28 ,-0.09 ,,-0.13 ,-0.16 ,-0.15 ,-0.21 ,,-0.10 ,0.05 ,318.8634899 ,42.0263821 ,36.939 ,-32.266 ,44.203 ,66.03 ,thin ,K0III ,6.60 ,0.903 ,-44.30 ,-15.20 ,16.50 ,4954.0 ,3.19 ,,4.42 ,
HIP 6639 ,-0.30 ,,-0.31 ,,-0.08 ,-0.28 ,0.06 ,-0.31 ,-0.21 ,0.20 ,0.05 ,0.29 ,-0.21 ,-0.51 ,-0.16 ,-0.30 ,,21.2895348 ,-1.0596811 ,29.503 ,11.497 ,-0.586 ,31.67 ,thin ,K3 ,9.47 ,1.026 ,44.30 ,-15.30 ,-26.20 ,4728.0 ,4.34 ,0.76 ,0.67 ,
HIP 39409 ,0.08 ,,0.02 ,-0.02 ,-0.06 ,0.08 ,0.02 ,0.01 ,0.10 ,,0.08 ,0.03 ,0.05 ,-0.02 ,0.10 ,0.01 ,,120.8495315 ,-13.2036959 ,-32.350 ,54.161 ,-14.801 ,64.80 ,N/A ,G8/K1III+(F/G) ,8.53 ,0.716 ,,,,5628.7 ,4.51 ,0.99 ,0.91 ,
HIP 6643 ,0.03 ,-0.68 ,0.13 ,0.03 ,-0.04 ,0.06 ,0.00 ,0.00 ,0.05 ,0.12 ,0.05 ,-0.06 ,-0.04 ,-0.22 ,0.02 ,0.00 ,0.05 ,21.3021489 ,28.5666953 ,36.578 ,14.263 ,21.376 ,44.70 ,thin ,F8 ,7.12 ,0.577 ,-44.30 ,-36.90 ,-31.00 ,6070.0 ,4.26 ,1.34 ,1.38 ,
2MASS 19463714+4650069 ,-0.03 ,,-0.12 ,-0.11 ,-0.33 ,-0.14 ,-0.27 ,-0.09 ,-0.01 ,,-0.08 ,-0.04 ,-0.02 ,-0.18 ,,-0.11 ,0.03 ,296.6547644 ,46.8352338 ,116.203 ,-231.499 ,276.176 ,378.64 ,N/A ,,,,,,,5260.0 ,4.68 ,0.91 ,0.82 ,
HIP 39417 ,0.29 ,-2.56 ,0.33 ,0.19 ,0.43 ,0.35 ,0.33 ,0.31 ,0.27 ,0.40 ,0.32 ,0.29 ,0.28 ,0.31 ,0.40 ,0.36 ,0.26 ,120.8694486 ,-1.1627106 ,-27.334 ,45.727 ,-1.081 ,53.28 ,thin ,G8IV(+G) ,8.26 ,0.715 ,-13.20 ,-64.80 ,-27.90 ,5843.0 ,4.32 ,1.00 ,1.13 ,
HIP 6653 ,0.19 ,,0.21 ,0.01 ,0.16 ,0.20 ,0.15 ,0.20 ,0.19 ,0.31 ,0.20 ,0.17 ,0.20 ,0.13 ,0.30 ,0.21 ,0.19 ,21.3337778 ,1.4608579 ,37.038 ,14.466 ,1.014 ,39.78 ,thin ,G3V ,7.39 ,0.675 ,-5.80 ,-17.40 ,-4.90 ,5841.0 ,4.34 ,1.04 ,1.23 ,
HIP 72190 ,0.32 ,,0.28 ,0.23 ,0.42 ,0.23 ,0.23 ,0.28 ,0.27 ,0.44 ,0.26 ,0.28 ,0.30 ,0.25 ,0.30 ,0.34 ,0.28 ,221.4866061 ,10.0520070 ,-41.366 ,-36.580 ,9.789 ,56.08 ,thin ,G2IV ,7.51 ,0.612 ,-20.20 ,-23.90 ,-4.30 ,6057.0 ,4.27 ,1.12 ,1.47 ,
HIP 104959 ,0.00 ,-0.50 ,0.00 ,-0.07 ,0.00 ,0.07 ,-0.04 ,-0.01 ,0.04 ,0.01 ,0.09 ,0.05 ,0.03 ,-0.20 ,-0.09 ,-0.04 ,,318.9001205 ,-39.4527613 ,34.656 ,-30.233 ,-37.848 ,59.56 ,thin ,G1V ,8.61 ,0.611 ,-23.50 ,-6.70 ,-10.60 ,6009.0 ,4.68 ,1.08 ,0.99 ,
HIP 39424 ,0.00 ,-2.37 ,-0.19 ,-0.06 ,0.22 ,0.11 ,0.25 ,0.21 ,0.14 ,0.02 ,0.08 ,0.07 ,0.16 ,0.06 ,0.10 ,0.09 ,-0.01 ,120.8795821 ,27.7943508 ,-37.039 ,61.938 ,38.041 ,81.58 ,thin ,K1-IIIb ,4.94 ,1.130 ,4.20 ,-11.40 ,-14.90 ,4540.0 ,2.73 ,,13.12 ,
HIP 104963 ,-0.09 ,-3.32 ,-0.26 ,-0.32 ,0.04 ,0.08 ,0.08 ,0.17 ,-0.10 ,-0.25 ,-0.22 ,-0.27 ,-0.05 ,-0.21 ,-0.14 ,-0.12 ,-0.12 ,318.9079148 ,-20.6516952 ,157.413 ,-137.282 ,-78.723 ,223.21 ,thin ,K0II/III ,5.15 ,1.161 ,-12.20 ,-3.60 ,-7.60 ,4515.0 ,1.85 ,,34.60 ,
