HIP,Fe,Li,C,O,Na,Mg,Al,Si,Ca,Sc,Ti,V,Cr,Mn,Co,Ni,Y,f_x,f_y,f_z,f_disk,Exo,Multi,discoverymethod,MaxPMass,StarMass
2422,-0.01,,-0.06,0.1,-0.07,0.09,0.08,-0.04,0.05,0.11,0.09,0.0,-0.03,-0.12,0.12,-0.03,-0.08,8.554,1.161,37.45,thin ,0.0,0.0,None,0.0,0.0
2434,-0.06,,,,-0.1,-0.07,-0.03,-0.01,0.07,0.63,0.06,0.05,0.03,-0.24,0.15,-0.09,0.16,74.685,10.173,71.213,thin ,0.0,0.0,None,0.0,0.0
2453,-0.39,-0.8,-0.09,-0.17,-0.38,-0.34,-0.55,-0.28,-0.35,,-0.44,-0.52,,-0.72,-0.42,-0.43,,13.998,1.918,38.371,thin ,0.0,0.0,None,0.0,0.0
2498,0.13,,-0.05,0.01,-0.1,0.05,-0.02,-0.05,0.1,,0.06,0.03,0.1,0.08,,0.12,0.25,80.394,11.188,18.61,thin ,0.0,0.0,None,0.0,0.0
2567,-0.17,,-0.27,-0.23,-0.42,-0.21,-0.39,-0.31,-0.13,,-0.17,-0.23,-0.18,-0.49,,-0.23,0.05,116.572,16.687,-38.511,thin ,0.0,0.0,None,0.0,0.0
2568,0.09,-2.86,-0.08,-0.01,0.24,0.18,0.25,0.29,0.17,0.04,0.04,0.08,0.16,0.05,0.12,0.11,0.04,78.121,11.185,29.184,thin ,0.0,0.0,None,0.0,0.0
2611,0.04,-3.18,-0.15,0.02,0.13,0.19,0.25,0.19,0.13,0.09,0.08,0.04,0.08,0.03,0.11,0.07,-0.02,61.124,8.91,87.874,thin ,1.0,1.0,Radial Velocity,1.37,1.97
2663,0.07,,0.08,0.1,-0.03,0.07,-0.06,0.05,0.12,,0.04,0.12,0.1,-0.06,,0.05,0.13,26.812,3.975,-18.981,thin ,0.0,0.0,None,0.0,0.0
2711,0.09,-0.87,0.11,0.07,-0.02,0.04,-0.06,0.05,0.12,,0.05,,0.03,,,0.02,0.14,15.548,2.356,-20.4,thin ,0.0,0.0,None,0.0,0.0
2712,-0.1,-1.2,0.04,0.02,-0.15,-0.08,-0.25,-0.07,-0.11,,-0.07,-0.17,-0.08,-0.37,-0.2,-0.09,-0.03,31.51,4.779,35.291,thin ,0.0,0.0,None,0.0,0.0
2734,0.08,-2.99,-0.1,0.06,0.19,0.15,0.29,0.21,0.17,0.2,0.2,0.27,0.19,0.08,0.18,0.16,0.24,126.827,19.477,30.5,thin ,0.0,0.0,None,0.0,0.0
2742,0.22,,0.11,0.06,0.04,0.11,0.07,0.09,0.13,,0.09,0.15,0.13,0.06,,0.15,0.04,20.683,3.185,19.307,thin ,0.0,0.0,None,0.0,0.0
2747,-0.21,-1.04,-0.2,-0.22,-0.2,-0.15,-0.24,-0.19,-0.12,-0.2,-0.1,-0.24,-0.19,-0.42,-0.24,-0.24,,38.62,5.953,-44.849,N/A ,0.0,0.0,None,0.0,0.0
2762,-0.03,,,,-0.11,0.14,0.03,0.04,0.01,0.66,0.14,0.17,0.09,-0.18,0.15,-0.1,0.33,20.958,3.249,-1.332,thin ,0.0,0.0,None,0.0,0.0
2787,-0.07,,-0.09,-0.12,-0.1,-0.04,-0.25,-0.1,0.01,0.01,-0.07,-0.04,-0.14,-0.29,-0.06,-0.16,-0.1,56.434,8.824,-0.504,thin ,0.0,0.0,None,0.0,0.0
2790,-0.06,,0.15,,0.0,,-0.28,-0.03,-0.09,,0.02,,,,,-0.06,,22.514,3.523,-18.95,thin ,0.0,0.0,None,0.0,0.0
2832,-0.18,,-0.11,,-0.15,-0.07,-0.12,-0.08,-0.1,0.52,-0.07,-0.05,0.01,-0.2,0.28,-0.17,0.18,39.073,6.173,9.283,thin ,0.0,0.0,None,0.0,0.0
2848,0.25,,0.05,,0.3,0.27,,0.24,0.15,,0.25,0.27,0.28,,0.27,0.33,,27.729,4.401,-32.444,thin ,0.0,0.0,None,0.0,0.0
2894,-0.01,-1.51,-0.03,-0.12,-0.15,,-0.09,-0.08,0.02,0.14,0.01,-0.08,-0.02,-0.13,,-0.04,,34.925,5.645,40.453,N/A ,0.0,0.0,None,0.0,0.0
2902,0.22,,0.2,0.08,0.06,0.13,0.1,0.09,0.19,,0.14,0.13,0.17,0.11,,0.23,0.26,69.138,11.192,-31.92,thin ,0.0,0.0,None,0.0,0.0
2909,-0.17,-2.14,0.21,0.1,-0.2,0.01,-0.15,-0.05,-0.12,-0.02,-0.12,-0.26,-0.18,-0.46,-0.11,-0.2,-0.27,58.76,9.531,-27.124,thin ,0.0,0.0,None,0.0,0.0
2926,0.36,-3.06,0.12,0.22,0.56,0.53,0.46,0.53,0.29,0.39,0.34,0.4,0.43,0.52,0.56,0.44,0.32,102.381,16.729,46.218,thin ,0.0,0.0,None,0.0,0.0
2937,-0.06,-2.92,-0.33,-0.15,0.03,0.13,0.08,0.04,0.06,-0.02,0.01,-0.02,-0.02,-0.03,0.0,-0.09,0.04,81.274,13.347,-115.017,thin ,0.0,0.0,None,0.0,0.0
2941,-0.12,,0.12,,-0.1,-0.02,-0.02,-0.12,-0.06,-0.02,0.01,-0.18,-0.11,-0.25,-0.03,-0.12,-0.05,13.906,2.286,-6.502,thin ,0.0,0.0,None,0.0,0.0
2945,0.11,,-0.21,-0.12,-0.08,-0.12,-0.22,-0.2,0.09,,-0.03,-0.14,0.04,-0.09,,0.04,0.57,329.356,54.203,-118.627,N/A ,0.0,0.0,None,0.0,0.0
2981,-0.55,-0.6,-0.24,-0.29,-0.6,-0.38,-0.66,-0.47,-0.42,-0.54,-0.45,-0.6,-0.59,-0.84,-0.6,-0.58,,30.129,5.035,33.228,thin ,0.0,0.0,None,0.0,0.0
3006,-0.11,-0.81,-0.06,0.14,-0.17,-0.12,-0.15,-0.12,-0.06,0.02,-0.1,-0.08,-0.07,-0.22,-0.07,-0.05,0.04,3.85,0.649,41.892,thin ,0.0,0.0,None,0.0,0.0
3014,-0.36,-2.28,-0.09,0.09,-0.32,-0.24,-0.49,-0.19,-0.25,,-0.35,-0.35,,-0.66,-0.32,-0.39,,107.876,18.223,39.183,thin ,0.0,0.0,None,0.0,0.0
3022,-0.68,,,,-0.55,-0.33,-0.42,-0.46,-0.5,-0.35,-0.24,-0.26,-0.56,-0.92,-0.51,-0.61,,37.645,6.382,35.605,N/A ,0.0,0.0,None,0.0,0.0
3028,-0.3,,-0.13,-0.22,-0.23,-0.2,-0.21,-0.24,-0.13,-0.18,-0.09,-0.03,-0.23,-0.35,-0.23,-0.3,-0.17,40.071,6.805,-8.767,N/A ,0.0,0.0,None,0.0,0.0
3031,-0.62,-3.66,-0.54,-0.26,-0.58,-0.19,-0.29,-0.32,-0.4,-0.48,-0.39,-0.5,-0.61,-0.82,-0.46,-0.54,-0.7,44.043,7.48,25.082,thin ,0.0,0.0,None,0.0,0.0
3033,0.16,,0.06,-0.03,0.04,0.26,0.12,0.12,0.18,0.4,0.18,0.08,0.17,0.06,0.21,0.12,0.29,70.91,12.049,7.587,thin ,0.0,0.0,None,0.0,0.0
3092,0.16,-3.11,,0.01,0.58,0.43,0.66,0.29,0.33,0.1,0.2,0.48,0.26,0.29,0.29,0.24,0.03,28.235,4.893,17.124,thin ,0.0,0.0,None,0.0,0.0
3093,0.19,-3.58,0.29,0.02,0.2,0.19,0.32,0.18,0.17,0.33,0.21,0.21,0.19,0.15,0.37,0.22,0.06,10.201,1.77,4.026,thin ,1.0,1.0,Radial Velocity,0.2,0.9
3119,0.17,,0.19,0.19,0.05,0.16,0.01,0.12,0.21,0.32,0.16,0.09,0.15,0.03,0.3,0.14,0.21,49.011,8.571,10.152,thin ,0.0,0.0,None,0.0,0.0
3132,-0.29,-0.97,0.09,-0.01,-0.27,-0.04,-0.32,-0.14,-0.08,0.25,-0.2,-0.26,-0.06,-0.42,-0.24,-0.22,-0.36,4.227,0.741,32.572,thin ,0.0,0.0,None,0.0,0.0
3142,-0.34,,,-0.37,-0.39,-0.25,-0.35,-0.34,-0.28,-0.2,-0.33,,-0.41,-0.64,-0.25,-0.42,-0.47,34.338,6.049,-23.484,thin ,0.0,0.0,None,0.0,0.0
3143,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,Radial Velocity,0.0409,0.53
3169,0.03,,0.0,0.08,-0.05,-0.02,-0.09,0.0,0.06,,0.05,0.05,0.03,-0.19,,-0.02,0.06,63.75,11.358,-8.705,thin ,0.0,0.0,None,0.0,0.0
3170,-0.24,-0.88,-0.15,-0.12,-0.24,-0.13,-0.25,-0.2,-0.14,-0.13,-0.18,-0.32,-0.24,-0.47,-0.23,-0.26,-0.37,12.635,2.252,-21.749,thin ,0.0,0.0,None,0.0,0.0
3174,0.2,,0.26,0.06,0.29,0.37,0.29,0.2,0.18,0.31,0.18,0.14,0.21,0.2,0.26,0.22,0.19,70.816,12.632,21.417,N/A ,0.0,0.0,None,0.0,0.0
3181,-0.15,,-0.11,,-0.14,-0.09,-0.07,-0.13,-0.06,-0.11,-0.04,-0.1,-0.12,-0.35,-0.14,-0.17,,43.091,7.697,-22.57,thin ,0.0,0.0,None,0.0,0.0
3182,-0.25,,,0.07,-0.36,-0.04,-0.13,-0.14,-0.17,-0.02,-0.09,-0.17,-0.27,-0.54,-0.04,-0.25,-0.3,55.139,9.856,-32.168,thin ,0.0,0.0,None,0.0,0.0
3203,-0.02,-0.83,-0.08,-0.04,-0.15,-0.05,-0.12,-0.09,-0.01,-0.04,-0.04,-0.11,-0.04,-0.2,-0.09,-0.14,0.07,25.819,4.645,-3.329,thin ,0.0,0.0,None,0.0,0.0
3231,-0.08,-2.56,-0.34,-0.36,0.04,0.05,0.05,0.0,0.01,-0.11,-0.09,-0.19,-0.06,-0.28,-0.1,-0.16,0.0,79.859,14.484,66.806,thin ,0.0,0.0,None,0.0,0.0
3236,0.14,,0.1,0.1,0.01,0.15,-0.02,0.1,0.19,0.28,0.12,0.11,0.12,-0.03,0.3,0.07,0.24,32.418,5.891,5.428,thin ,0.0,0.0,None,0.0,0.0
3245,0.18,-2.73,-0.07,0.13,0.32,0.23,0.17,0.2,0.23,0.16,0.19,0.24,0.19,0.12,0.2,0.15,0.27,50.944,9.287,-53.783,thin ,0.0,0.0,None,0.0,0.0
3249,-0.45,,-0.69,,-0.04,-0.51,0.0,-0.49,-0.09,0.5,0.08,0.38,-0.3,-0.98,-0.27,-0.4,,32.963,6.021,-7.842,thin ,0.0,0.0,None,0.0,0.0
3272,-0.39,-0.75,-0.21,-0.19,-0.37,-0.29,-0.38,-0.26,-0.3,,-0.32,-0.45,,-0.71,-0.41,-0.42,,51.462,9.468,19.187,thin ,0.0,0.0,None,0.0,0.0
3299,-0.11,-2.01,-0.27,-0.37,-0.02,,,-0.03,-0.13,-0.19,-0.2,-0.14,-0.25,-0.4,-0.14,-0.26,,67.193,12.471,154.566,thin ,0.0,0.0,None,0.0,0.0
3311,0.09,,0.14,-0.06,0.07,0.12,0.07,0.05,0.1,0.14,0.1,0.06,0.09,0.04,0.11,0.08,0.19,47.578,8.853,-2.584,thin ,0.0,0.0,None,0.0,0.0
3342,0.06,-0.87,-0.02,,0.0,-0.02,-0.15,0.03,0.15,0.11,0.14,0.12,0.07,-0.16,-0.05,-0.01,,56.123,10.554,-17.136,thin ,0.0,0.0,None,0.0,0.0
3391,0.2,-2.75,0.21,-0.02,0.2,0.18,0.18,0.24,0.18,0.32,0.2,0.01,0.2,0.11,0.32,0.26,0.1,32.373,6.177,-25.733,thin ,3.0,1.0,Radial Velocity,1.56,0.99
3418,0.02,-3.78,,,,0.24,,0.16,,,0.03,,,,,,,17.241,3.316,11.773,thin ,0.0,0.0,None,0.0,0.0
3419,0.02,-2.9,-0.41,-0.12,0.42,0.11,0.27,0.1,0.12,-0.08,-0.04,-0.04,0.07,-0.06,0.02,0.01,-0.03,27.58,5.31,-9.119,thin ,0.0,0.0,None,0.0,0.0
3455,0.05,-3.07,-0.22,0.13,0.19,0.22,0.06,0.17,0.1,0.02,0.04,0.06,0.12,0.0,0.11,0.08,0.11,65.228,12.735,-12.449,thin ,0.0,0.0,None,0.0,0.0
3479,-0.22,,-0.19,-0.21,-0.26,-0.1,-0.17,-0.22,-0.21,-0.12,-0.14,-0.28,-0.24,-0.37,-0.17,-0.24,-0.24,30.019,5.896,-15.263,thin ,1.0,1.0,Radial Velocity,0.771,0.85
3488,0.28,,0.25,0.48,0.32,0.22,0.24,0.25,0.18,,0.28,0.27,0.3,,0.28,0.32,,25.888,5.093,-77.364,N/A ,0.0,0.0,None,0.0,0.0
3502,0.42,,0.4,0.15,0.43,0.38,0.42,0.39,0.35,0.52,0.41,0.36,0.38,0.43,0.56,0.44,0.26,74.234,14.661,28.214,thin ,1.0,2.0,Radial Velocity,1.822,1.14
3533,0.26,,0.3,0.22,0.29,0.29,0.25,0.27,0.28,0.41,0.24,0.24,0.28,0.18,0.29,0.35,0.24,9.063,1.806,36.892,thin ,0.0,0.0,None,0.0,0.0
3535,0.26,-3.68,0.32,-0.21,0.31,0.23,0.45,0.24,0.25,0.5,0.3,0.44,0.34,0.13,0.61,0.33,0.11,21.903,4.365,0.696,thin ,0.0,0.0,None,0.0,0.0
3540,0.08,,0.22,0.07,0.05,0.14,-0.04,0.06,0.15,0.16,0.09,0.09,0.12,-0.1,0.07,0.06,0.03,39.916,7.973,0.18,thin ,0.0,0.0,None,0.0,0.0
3550,-0.34,,,,-0.51,-0.37,-0.35,-0.43,-0.37,-0.31,-0.33,-0.35,-0.42,-0.6,-0.31,-0.45,,54.344,10.896,14.193,thin ,0.0,0.0,None,0.0,0.0
3559,-0.18,-0.8,-0.12,-0.06,-0.24,-0.09,-0.2,-0.15,-0.1,-0.14,-0.1,-0.22,-0.21,-0.34,-0.19,-0.21,-0.24,31.122,6.258,-7.259,thin ,0.0,0.0,None,0.0,0.0
3574,0.24,,-0.05,0.01,0.09,0.12,0.06,0.06,0.12,0.16,0.13,0.18,0.11,0.21,0.26,0.16,0.3,129.613,26.177,18.219,thin ,1.0,1.0,Radial Velocity,2.99,2.47
3578,0.16,,0.18,0.49,0.18,0.1,0.09,0.14,0.07,,0.14,0.12,0.13,,0.13,0.21,,24.343,4.919,-27.876,thin ,0.0,0.0,None,0.0,0.0
3579,-0.34,,-0.25,,-0.2,-0.25,-0.22,-0.3,-0.25,-0.07,-0.12,0.08,-0.3,-0.54,-0.28,-0.33,,17.854,3.609,-44.802,thin ,0.0,0.0,None,0.0,0.0
3583,0.0,,0.07,-0.06,-0.17,0.04,-0.07,-0.07,-0.05,-0.02,0.01,-0.05,-0.07,-0.19,-0.05,-0.12,0.14,9.957,2.015,-11.107,thin ,0.0,0.0,None,0.0,0.0
3610,-0.19,-2.28,-0.19,-0.13,-0.21,-0.12,-0.21,-0.26,-0.11,-0.23,-0.2,-0.28,-0.19,-0.45,-0.22,-0.21,0.53,84.286,17.236,-17.429,thin ,0.0,0.0,None,0.0,0.0
3620,0.1,,,,0.19,0.28,0.41,0.14,0.17,0.12,0.12,0.25,0.17,0.03,0.09,0.09,0.04,161.835,33.257,99.082,thin ,0.0,0.0,None,0.0,0.0
3645,-0.08,,,,0.11,0.01,0.06,0.04,-0.18,0.21,0.19,0.33,0.09,-0.14,0.06,-0.01,,31.755,6.558,-2.51,thin ,0.0,0.0,None,0.0,0.0
3675,0.05,-2.33,-0.16,-0.12,0.2,0.14,0.19,0.12,0.14,0.06,0.02,0.04,0.17,-0.01,0.12,0.07,0.15,81.556,16.973,17.667,thin ,0.0,0.0,None,0.0,0.0
3697,0.19,-2.41,,,0.3,0.25,0.31,0.26,0.29,0.14,0.13,0.06,0.19,0.13,0.2,0.17,0.35,103.355,21.683,12.482,thin ,0.0,0.0,None,0.0,0.0
3712,0.0,,0.01,-0.02,-0.1,-0.01,-0.11,0.01,0.02,,0.02,0.04,-0.02,-0.26,0.0,0.0,-0.06,103.139,21.775,24.103,N/A ,0.0,0.0,None,0.0,0.0
3718,-0.06,,-0.03,-0.08,-0.12,-0.03,-0.11,-0.04,0.0,,-0.04,-0.03,-0.05,-0.2,-0.01,-0.01,-0.07,103.373,21.844,24.144,N/A ,0.0,0.0,None,0.0,0.0
3730,0.22,,,,0.42,0.32,0.26,0.24,0.31,0.8,0.31,0.28,0.26,0.1,0.45,0.22,0.68,57.744,12.251,22.571,thin ,0.0,0.0,None,0.0,0.0
3734,-0.03,,,0.02,-0.16,0.16,-0.1,-0.05,0.02,0.08,-0.02,-0.16,-0.1,-0.27,-0.05,-0.12,-0.01,78.575,16.686,-13.221,thin ,0.0,0.0,None,0.0,0.0
3760,-0.15,-3.2,-0.15,-0.3,0.0,,,-0.03,-0.1,-0.18,-0.11,-0.04,-0.21,-0.34,-0.1,-0.19,,170.489,36.464,22.334,thin ,0.0,0.0,None,0.0,0.0
3765,-0.23,-3.73,-0.08,-0.13,-0.29,-0.09,-0.17,-0.2,-0.16,-0.07,-0.09,-0.15,-0.22,-0.35,-0.08,-0.24,-0.26,7.235,1.55,0.684,thin ,0.0,0.0,None,0.0,0.0
3786,-0.17,-4.23,-0.43,-0.54,0.11,0.0,0.2,0.12,-0.18,-0.33,-0.1,-0.02,0.06,-0.09,0.13,-0.08,0.24,82.954,17.891,11.3,thin ,0.0,0.0,None,0.0,0.0
3807,0.0,-2.05,-0.32,-0.16,0.2,0.12,0.11,0.07,0.11,0.05,0.06,0.03,0.04,-0.1,0.02,-0.06,-0.06,85.134,18.463,-92.434,thin ,0.0,0.0,None,0.0,0.0
3821,-0.21,-1.25,-0.08,-0.09,-0.26,-0.16,-0.28,-0.2,-0.19,-0.14,-0.18,-0.26,-0.26,-0.39,-0.24,-0.24,-0.22,3.079,0.67,5.006,thin ,0.0,0.0,None,0.0,0.0
3834,0.08,-2.83,-0.11,-0.01,0.09,0.16,0.11,0.12,0.1,0.02,0.14,0.11,0.07,0.06,0.11,0.08,0.17,48.979,10.686,-22.463,thin ,2.0,2.0,Radial Velocity,1.986,1.39
3850,-0.18,,-0.08,-0.16,-0.35,-0.22,-0.34,-0.2,-0.19,,-0.2,-0.24,-0.24,-0.45,,-0.26,-0.14,16.928,3.71,-7.432,thin ,0.0,0.0,None,0.0,0.0
3869,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,Radial Velocity,13.9,1.05
3876,0.11,-3.13,,-0.31,0.31,0.23,0.2,0.17,0.14,0.25,0.22,0.29,0.24,0.12,0.39,0.29,0.06,7.038,1.553,20.296,thin ,0.0,0.0,None,0.0,0.0
3879,-0.15,,-0.39,,-0.06,-0.19,-0.11,-0.24,-0.02,0.38,0.13,0.4,-0.12,-0.49,-0.09,-0.19,,15.145,3.344,-21.819,N/A ,0.0,0.0,None,0.0,0.0
3909,-0.04,-0.54,-0.06,-0.13,-0.17,-0.08,-0.18,-0.1,-0.02,0.25,-0.06,-0.1,-0.09,-0.2,-0.05,-0.12,0.0,15.269,3.394,-2.94,thin ,0.0,0.0,None,0.0,0.0
3913,0.03,,,,,0.17,,0.05,0.03,,0.08,,,,,0.12,,57.141,12.732,-35.64,thin ,0.0,0.0,None,0.0,0.0
3975,0.23,,-0.01,0.02,0.11,0.06,0.04,-0.04,0.16,,0.11,0.05,0.17,0.24,,0.25,0.41,194.173,44.03,-45.701,thin ,1.0,1.0,Radial Velocity,1.615,1.32
3979,-0.19,-2.0,-0.17,-0.16,-0.24,-0.12,-0.23,-0.17,-0.12,-0.13,-0.14,-0.18,-0.19,-0.39,-0.17,-0.23,-0.13,21.657,4.918,-1.958,thin ,0.0,0.0,None,0.0,0.0
3998,0.16,-4.18,,-0.11,,-0.03,,0.22,,,0.15,,,,,,,20.397,4.649,7.097,thin ,0.0,0.0,None,0.0,0.0
4005,0.05,,0.02,0.17,-0.05,0.03,-0.07,0.02,0.11,,0.07,0.03,0.1,-0.12,,0.0,0.12,45.079,10.286,29.635,thin ,0.0,0.0,None,0.0,0.0
4041,-0.01,,-0.08,-0.09,-0.19,-0.06,-0.11,-0.05,0.06,,-0.04,0.04,-0.01,-0.16,,-0.04,0.09,8.11,1.866,41.368,thin ,0.0,0.0,None,0.0,0.0
4127,-0.1,-0.74,-0.02,0.07,-0.22,-0.13,-0.22,-0.03,-0.07,,-0.04,-0.19,-0.14,-0.44,-0.15,-0.16,0.05,31.761,7.459,27.615,thin ,0.0,0.0,None,0.0,0.0
4148,-0.07,,-0.07,-0.12,-0.24,-0.09,-0.12,-0.07,-0.1,-0.01,0.0,-0.06,-0.11,-0.24,0.0,-0.1,-0.01,11.709,2.758,-7.045,thin ,0.0,0.0,None,0.0,0.0
4151,0.1,-2.11,0.0,0.08,0.06,0.13,0.11,0.11,0.18,0.26,0.18,0.05,0.12,0.01,0.14,0.11,0.18,8.868,2.091,16.521,thin ,0.0,0.0,None,0.0,0.0
4185,0.15,-3.08,-0.12,-0.06,0.39,0.31,0.4,0.31,0.2,0.15,0.17,0.24,0.25,0.17,0.22,0.26,0.12,90.02,21.392,70.789,thin ,0.0,0.0,None,0.0,0.0
4257,-0.49,-3.89,-0.6,-0.21,-0.56,-0.29,-0.38,-0.05,-0.4,-0.42,-0.47,-0.63,-0.53,-0.78,-0.42,-0.54,-0.64,120.329,29.051,-19.032,thin ,0.0,0.0,None,0.0,0.0
4288,0.15,,,,0.44,0.45,0.28,0.34,0.24,0.29,0.19,0.27,0.23,0.29,0.31,0.23,-0.05,33.773,8.259,15.21,thin ,0.0,0.0,None,0.0,0.0
4290,-0.13,-1.1,-0.22,-0.23,-0.25,0.0,-0.18,-0.17,-0.02,0.11,-0.05,-0.19,-0.02,-0.22,-0.11,-0.12,0.05,26.496,6.482,12.202,thin ,0.0,0.0,None,0.0,0.0
4292,0.0,-2.91,-0.37,-0.19,0.22,0.12,0.19,0.31,0.0,-0.1,-0.01,-0.06,0.13,-0.06,-0.01,-0.01,-0.05,52.015,12.729,89.026,thin ,0.0,0.0,None,0.0,0.0
4293,0.0,-3.28,,,0.15,-0.09,0.07,0.06,0.0,0.27,0.03,0.17,-0.02,0.32,0.08,-0.03,,23.191,5.675,-63.95,thin ,0.0,0.0,None,0.0,0.0
4297,0.12,,0.04,0.08,0.08,0.11,0.22,0.13,0.11,0.08,0.13,0.05,0.05,0.26,0.12,0.13,0.18,117.912,28.866,1.673,thin ,1.0,2.0,Radial Velocity,1.71,1.44
4310,0.49,,0.43,,0.56,0.49,0.6,0.5,0.39,0.8,0.58,0.92,0.44,0.47,0.84,0.52,,54.999,13.508,-17.284,thin ,0.0,0.0,None,0.0,0.0
4311,-0.27,-1.82,-0.21,-0.13,-0.06,-0.24,-0.4,-0.23,-0.19,-0.14,-0.19,-0.32,-0.32,-0.5,-0.23,-0.32,-0.21,34.661,8.513,-38.822,thin ,0.0,0.0,None,0.0,0.0
4382,0.05,-2.98,-0.24,0.01,0.11,0.12,0.15,0.11,0.12,0.09,0.08,-0.05,0.07,-0.05,0.06,0.01,0.19,131.624,32.91,33.707,thin ,0.0,0.0,None,0.0,0.0
4393,0.25,,0.25,0.12,0.32,0.35,0.28,0.24,0.28,0.44,0.24,0.26,0.29,0.26,0.43,0.28,0.36,24.25,6.079,32.57,thin ,0.0,0.0,None,0.0,0.0
4395,0.26,,,,0.22,,,0.18,,,0.23,,,,,0.23,,20.098,5.044,-42.408,thin ,0.0,0.0,None,0.0,0.0
4422,-0.36,-2.81,-0.41,-0.18,-0.35,-0.14,-0.08,-0.16,-0.22,-0.22,-0.22,-0.38,-0.42,-0.5,-0.24,-0.34,-0.27,28.693,7.242,49.605,thin ,0.0,0.0,None,0.0,0.0
4423,0.26,,0.32,0.11,0.32,0.28,0.17,0.24,0.21,0.34,0.18,0.16,0.22,0.21,0.27,0.29,0.28,61.669,15.568,20.617,thin ,0.0,0.0,None,0.0,0.0
4457,-0.18,-1.79,0.17,0.28,-0.02,-0.05,-0.17,0.02,-0.04,0.54,0.06,-0.09,0.08,-0.25,0.31,-0.11,0.3,65.298,16.633,46.945,thin ,0.0,0.0,None,0.0,0.0
4504,-0.18,,,,-0.24,-0.12,-0.14,-0.12,-0.06,0.72,-0.06,0.1,-0.15,-0.37,0.19,-0.24,0.46,125.42,32.263,4.735,thin ,0.0,0.0,None,0.0,0.0
4552,0.1,-3.11,-0.11,-0.16,0.19,0.15,0.12,0.08,0.16,0.22,0.18,0.26,0.16,0.34,0.34,0.22,0.29,46.835,12.164,32.578,thin ,2.0,1.0,Radial Velocity,1.681,1.53
4587,-0.19,-3.23,-0.36,-0.26,-0.15,0.0,-0.09,-0.08,-0.11,-0.25,-0.18,-0.28,-0.2,-0.35,-0.14,-0.22,-0.16,92.541,24.248,-19.255,thin ,0.0,0.0,None,0.0,0.0
4617,-0.37,-0.85,,,-0.44,-0.21,-0.51,-0.35,-0.22,-0.18,-0.35,-0.42,-0.34,-0.62,-0.3,-0.37,-0.54,5.415,1.432,46.299,N/A ,0.0,0.0,None,0.0,0.0
4624,-0.7,,,,-0.66,,,-0.43,-0.55,-0.68,-0.65,-0.68,-0.54,-0.58,-0.62,-0.54,-0.37,466.154,123.574,6.555,N/A ,0.0,0.0,None,0.0,0.0
4628,-0.43,,,,-0.22,-0.13,-0.34,-0.15,-0.18,,-0.27,,-0.4,,,-0.36,,284.509,75.468,-203.333,thin ,0.0,0.0,None,0.0,0.0
4696,0.25,,-0.03,-0.03,0.11,0.14,0.15,0.04,0.23,,0.17,0.16,0.22,0.25,,0.28,0.33,85.625,23.085,27.496,thin ,0.0,0.0,None,0.0,0.0
4699,-0.32,,-0.41,,-0.16,-0.05,0.04,-0.39,-0.11,0.1,0.0,0.2,-0.21,-0.52,-0.24,-0.37,,37.794,10.193,-9.47,N/A ,0.0,0.0,None,0.0,0.0
4715,-0.16,,,,-0.15,0.01,-0.02,-0.03,-0.19,-0.25,-0.07,-0.08,-0.41,-0.5,-0.14,-0.3,,243.223,65.801,93.168,N/A ,1.0,1.0,Radial Velocity,7.63,1.93
4752,0.34,,0.41,0.18,0.35,0.28,0.28,0.31,0.31,,0.27,0.28,0.32,0.32,,0.4,0.27,86.011,23.487,13.754,thin ,0.0,0.0,None,0.0,0.0
4794,-0.08,,,,-0.02,0.01,0.02,0.02,0.02,0.05,0.04,0.09,-0.04,-0.15,-0.03,-0.06,,60.082,16.541,-49.065,N/A ,0.0,0.0,None,0.0,0.0
4801,0.25,-3.24,0.11,0.11,0.4,0.39,0.41,0.34,0.13,0.28,0.23,0.43,0.28,0.42,0.49,0.23,0.36,86.357,23.805,-26.136,thin ,0.0,0.0,None,0.0,0.0
4804,-0.36,,-0.55,-0.36,-0.54,-0.39,-0.5,-0.54,-0.33,,-0.37,-0.46,-0.42,-0.65,,-0.37,-0.14,145.056,39.996,19.29,thin ,0.0,0.0,None,0.0,0.0
4806,0.06,,-0.14,-0.07,-0.17,-0.04,-0.09,-0.14,0.03,,-0.02,-0.06,0.02,0.01,,0.07,0.2,133.793,36.925,23.839,N/A ,0.0,0.0,None,0.0,0.0
4825,0.17,,,,0.34,0.03,0.27,0.19,0.28,0.81,0.32,0.33,0.16,-0.02,0.39,0.13,1.02,84.879,23.537,3.886,thin ,0.0,0.0,None,0.0,0.0
4829,0.06,-2.71,-0.31,-0.16,0.28,0.15,0.09,0.12,0.15,0.08,0.08,0.08,0.08,-0.01,0.05,0.02,0.07,65.405,18.148,-104.53,thin ,0.0,0.0,None,0.0,0.0
4830,0.16,,,-0.07,0.06,0.22,0.07,0.11,0.12,0.23,0.06,0.09,0.07,0.03,0.24,0.12,0.05,51.382,14.264,-62.782,thin ,0.0,0.0,None,0.0,0.0
4845,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,Radial Velocity,0.04531,0.62
4872,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,Radial Velocity,0.01771,0.52
