HIP_num,Exo,Multi,discoverymethod,MaxPMass,StarMass
HIP 57087,1,1,Radial Velocity,0.067,0.41
HIP 57087,1,1,Radial Velocity,0.0682,0.45
HIP 57087,1,1,Radial Velocity,0.073,
HIP 57087,1,1,Radial Velocity,0.0737,0.46
HIP 57087,1,1,Radial Velocity,0.0729,0.45
HIP 57087,1,1,Radial Velocity,,0.45
HIP 57087,1,1,Radial Velocity,,
HIP 57087,1,1,Radial Velocity,0.08,0.56
HIP 57087,1,1,Radial Velocity,0.0668,0.44
HIP 57087,1,1,Radial Velocity,,0.42
HIP 57087,1,1,Radial Velocity,0.073,
HIP 57087,1,1,Radial Velocity,0.07,0.47
HIP 57087,1,1,Radial Velocity,0.0673,0.42
HIP 57087,1,1,Radial Velocity,0.07992,0.45
HIP 57087,1,1,Radial Velocity,,0.45
HIP 57087,1,1,Radial Velocity,0.0728,
HIP 57087,1,1,Radial Velocity,0.06721,0.42
HIP 57087,1,1,Radial Velocity,,
HIP 57087,1,1,Radial Velocity,,0.45
HIP 57087,1,1,Radial Velocity,0.0682,0.42
HIP 60398,1,1,Radial Velocity,1.55,0.49
HIP 60398,1,1,Radial Velocity,3.6,0.49
HIP 60398,1,1,Radial Velocity,3.4,0.49
HIP 61706,1,1,Radial Velocity,0.04153,0.45
HIP 62452,1,1,Radial Velocity,0.00872,0.31
HIP 62452,1,1,Radial Velocity,0.00887,0.32
HIP 62452,1,1,Radial Velocity,0.00944,0.33
HIP 62452,1,1,Radial Velocity,,
HIP 64792,1,1,Imaging,4,1.22
HIP 65859,1,1,Radial Velocity,0.01636,0.51
HIP 68469,1,1,Radial Velocity,0.02051,0.51
HIP 68469,1,1,Radial Velocity,0.01686,0.52
HIP 74995,1,3,Radial Velocity,0.05223,0.31
HIP 74995,1,3,Radial Velocity,0.0497,0.31
HIP 74995,1,3,Radial Velocity,0.049,
HIP 74995,1,3,Radial Velocity,0.04908,0.31
HIP 74995,1,3,Radial Velocity,0.0511,0.32
HIP 74995,1,3,Radial Velocity,0.04782,0.31
HIP 74995,1,3,Radial Velocity,0.01778,0.31
HIP 74995,1,3,Radial Velocity,0.0159,0.32
HIP 74995,1,3,Radial Velocity,0.0173,0.31
HIP 74995,1,3,Radial Velocity,0.01762,0.31
HIP 74995,1,3,Radial Velocity,0.017,
HIP 74995,1,3,Radial Velocity,0.0053,0.31
HIP 74995,1,3,Radial Velocity,0.00535,0.31
HIP 74995,1,3,Radial Velocity,0.00521,0.31
HIP 74995,1,3,Radial Velocity,0.006,
HIP 80459,1,1,Radial Velocity,0.00887,0.3
HIP 83043,1,1,Radial Velocity,0.258,0.51
HIP 83043,1,1,Radial Velocity,0.328,0.54
HIP 83043,1,1,Radial Velocity,0.275,0.53
,3,5,Radial Velocity,0.018,
,3,5,Radial Velocity,0.01789,
,3,5,Radial Velocity,0.018,
,3,5,Radial Velocity,,
,3,5,Radial Velocity,0.018,0.33
,3,5,Radial Velocity,,
,3,5,Radial Velocity,0.012,0.33
,3,5,Radial Velocity,0.0143,
,3,5,Radial Velocity,0.013,
,3,5,Radial Velocity,0.008,0.33
,3,5,Radial Velocity,0.008,0.33
,3,5,Radial Velocity,0.014,0.33
HIP 85523,1,1,Radial Velocity,0.035,0.35
HIP 85647,2,4,Radial Velocity,4.95,0.71
HIP 85647,2,4,Radial Velocity,5.792,0.63
HIP 85647,2,4,Radial Velocity,4.9,
HIP 85647,2,4,Radial Velocity,4.96,0.73
HIP 85647,2,4,Radial Velocity,6.7,
HIP 85647,2,4,Radial Velocity,6.8,
HIP 85647,2,4,Radial Velocity,13.492,0.63
HIP 85647,2,4,Radial Velocity,0.014,
HIP 85647,2,4,Radial Velocity,0.012,0.63
HIP 85647,2,4,Radial Velocity,0.014,0.71
HIP 85647,2,4,Radial Velocity,0.025,
HIP 85647,2,4,Radial Velocity,0.036,0.71
HIP 85647,2,4,Radial Velocity,0.021,0.63
HIP 86057,2,1,Radial Velocity,25.1,0.46
HIP 86214,1,2,Radial Velocity,0.01384,0.27
HIP 86214,1,2,Radial Velocity,0.02737,0.27
HIP 86087,1,1,Radial Velocity,0.02832,0.55
HIP 86162,1,2,Radial Velocity,0.058,0.41
HIP 86162,1,2,Radial Velocity,0.0553,0.42
HIP 86162,1,2,Radial Velocity,0.06,0.45
HIP 86162,1,2,Radial Velocity,0.05412,0.4
HIP 86162,1,2,Radial Velocity,0.05034,0.4
HIP 91128,2,1,Radial Velocity,0.04292,0.57
HIP 91608,1,1,Radial Velocity,0.03382,0.53
HIP 93101,1,1,Radial Velocity,0.00931,0.58
HIP 102401,1,2,Transit,,
HIP 102401,1,2,Transit,0.00598,0.41
HIP 102401,1,2,Radial Velocity,0.01825,0.41
HIP 106440,1,1,Radial Velocity,0.8,0.45
HIP 106440,1,1,Radial Velocity,0.62,0.44
HIP 106440,1,1,Radial Velocity,0.64,0.45
HIP 106440,1,1,Radial Velocity,0.99,0.45
HIP 106440,1,1,Radial Velocity,0.68,0.45
HIP 109388,1,2,Radial Velocity,0.891,0.5
HIP 109388,1,2,Radial Velocity,0.9,0.49
HIP 109388,1,2,Radial Velocity,0.82,0.49
HIP 109388,1,2,Radial Velocity,0.91,0.49
HIP 109388,1,2,Radial Velocity,0.911,0.46
HIP 109388,1,2,Radial Velocity,0.893,0.45
HIP 109388,1,2,Radial Velocity,1,0.65
HIP 109388,1,2,Radial Velocity,0.99,0.45
HIP 109388,1,2,Radial Velocity,0.702,0.49
HIP 109388,1,2,Radial Velocity,1.079,0.5
HIP 10138,2,1,Radial Velocity,4.42,0.93
HIP 10138,2,1,Radial Velocity,3.91,0.77
HIP 10138,2,1,Radial Velocity,4.04,0.8
HIP 113020,1,4,Radial Velocity,2.6596,0.37
HIP 113020,1,4,Radial Velocity,2.2756,0.32
HIP 113020,1,4,Radial Velocity,3.6,
HIP 113020,1,4,Radial Velocity,1.89,0.34
HIP 113020,1,4,Radial Velocity,2.11,0.34
HIP 113020,1,4,Radial Velocity,2.53,0.34
HIP 113020,1,4,Radial Velocity,2.64,0.33
HIP 113020,1,4,Radial Velocity,2.79298,0.34
HIP 113020,1,4,Radial Velocity,2.115,0.37
HIP 113020,1,4,Radial Velocity,0.56,0.34
HIP 113020,1,4,Radial Velocity,0.79,0.34
HIP 113020,1,4,Radial Velocity,0.88645,0.34
HIP 113020,1,4,Radial Velocity,0.698,0.37
HIP 113020,1,4,Radial Velocity,0.86,0.33
HIP 113020,1,4,Radial Velocity,0.83755,0.37
HIP 113020,1,4,Radial Velocity,0.7142,0.32
HIP 113020,1,4,Radial Velocity,0.024,0.34
HIP 113020,1,4,Radial Velocity,0.02357,0.37
HIP 113020,1,4,Radial Velocity,0.01841,0.34
HIP 113020,1,4,Radial Velocity,0.0184,0.37
HIP 113020,1,4,Radial Velocity,0.021,0.32
HIP 113020,1,4,Radial Velocity,0.02,0.33
HIP 113020,1,4,Radial Velocity,0.02536,0.34
HIP 113020,1,4,Radial Velocity,0.05217,0.37
HIP 113020,1,4,Radial Velocity,0.046,0.32
HIP 113020,1,4,Radial Velocity,0.05664,0.34
HIP 114046,1,2,Radial Velocity,0.01321,0.49
HIP 114046,1,2,Radial Velocity,0.02391,0.49
HIP 116132 A,2,1,Astrometry,2.26,0.44
HIP 116384,3,1,Imaging,11,1.08
,1,1,Radial Velocity,0.22528,0.15
,1,1,Radial Velocity,0.21,0.15
HIP 60093,1,1,Radial Velocity,0.03744,0.62
HIP 11048,1,1,Radial Velocity,0.06186,0.6
HIP 99699,1,1,Radial Velocity,0.03036,0.59
HIP 103768,1,1,Radial Velocity,9.403,0.67
HIP 115752,1,3,Transit,0.01347,0.62
HIP 115752,1,3,Transit,,0.66
HIP 115752,1,3,Transit,0.01545,0.61
HIP 115752,1,3,Transit,0.01617,0.61
HIP 115752,1,3,Transit,,
HIP 115752,1,3,Transit,0.01161,0.64
HIP 115752,1,3,Transit,0.01539,0.61
HIP 115752,1,3,Transit,0.01076,0.61
HIP 115752,1,3,Transit,,0.66
HIP 115752,1,3,Transit,0.00456,0.64
HIP 115752,1,3,Transit,,0.66
HIP 115752,1,3,Transit,0.00761,0.61
HIP 115752,1,3,Transit,0.00409,0.61
HIP 115752,1,3,Transit,,0.66
HIP 115752,1,3,Transit,0.00264,0.61
HIP 115752,1,3,Transit,0.00585,0.62
HIP 115752,1,3,Transit,0.0095,0.62
HIP 115752,1,3,Transit,0.0095,0.62
HIP 115752,1,3,Transit,,0.66
HIP 115752,1,3,Transit,0.01271,0.61
HIP 115752,1,3,Transit,0.01111,0.61
HIP 115752,1,3,Transit,0.00739,0.64
HIP 115752,1,3,Transit,0.01636,0.61
,1,1,Transit,,
,1,1,Transit,19.7,1.68
,1,1,Imaging,20,0.7
,1,1,Imaging,31,
,1,1,Imaging,13.5,0.6
,1,1,Imaging,17,0.9
,1,1,Imaging,16,0.9
,1,1,Imaging,15,0.69
,1,1,Imaging,11.3,0.33
,1,1,Transit,1.68,0.95
,1,1,Transit,,
,1,1,Transit,0.817,1
,1,1,Microlensing,1.298,1.16
,1,1,Microlensing,0.153,1.05
,1,1,Microlensing,3.403,1.08
,1,1,Microlensing,5.657,1.27
,1,1,Microlensing,0.822,1.05
,1,1,Microlensing,0.25,1.29
,1,1,Microlensing,0.591,1.15
HIP 49189,1,1,Radial Velocity,0.04097,0.56
HIP 4872,2,1,Radial Velocity,0.01771,0.52
HIP 86287,1,1,Radial Velocity,0.02089,0.43
HIP 86287,1,1,Radial Velocity,0.02234,0.42
HIP 86287,1,1,Radial Velocity,0.02084,0.43
,1,1,Transit,,
,1,1,Transit,0.03146,0.24
,1,1,Transit,0.01218,0.24
,2,1,Transit,0.525,1.15
,2,1,Transit,,1.13
,2,1,Transit,0.524,1.13
,2,1,Transit,,1.13
,2,1,Transit,0.524,1.13
,2,1,Transit,,
,2,1,Transit,,1.13
,2,1,Transit,,
,2,1,Transit,,
,2,1,Transit,0.525,1.13
,2,1,Transit,0.534,1.12
,2,1,Transit,0.532,1.13
,2,1,Transit,,
,2,1,Transit,0.53,1.12
,2,1,Transit,0.529,
,2,1,Transit,0.53,1.13
HIP 97657,1,2,Transit,,
HIP 97657,1,2,Transit,,
HIP 97657,1,2,Transit,,0.83
HIP 97657,1,2,Transit,0.084,0.81
HIP 97657,1,2,Transit,0.09,0.88
HIP 97657,1,2,Transit,,
HIP 97657,1,2,Transit,,0.83
HIP 97657,1,2,Transit,,0.77
HIP 97657,1,2,Transit,0.081,0.81
HIP 97657,1,2,Transit,,0.81
HIP 97657,1,2,Transit,,
HIP 97657,1,2,Transit,,0.81
HIP 97657,1,2,Transit,0.07362,0.81
HIP 97657,1,2,Transit,,0.79
HIP 97657,1,2,Transit,,0.81
HIP 97657,1,2,Transit,0.0756,0.81
HIP 97657,1,2,Transit,,0.77
HIP 97657,1,2,Transit,,0.83
HIP 97657,1,2,Transit,,0.83
HIP 97657,1,2,Radial Velocity,2.3,0.81
HIP 97657,1,2,Radial Velocity,1.59519,0.81
,1,1,Transit,0.211,0.73
,1,1,Transit,0.208,0.73
,1,1,Transit,,0.73
,1,1,Transit,0.2089,0.73
,1,1,Transit,0.211,0.73
,1,1,Transit,,
,1,1,Transit,,
,1,1,Transit,,0.73
,1,1,Transit,0.21,0.74
,1,1,Transit,0.2084,0.73
,1,1,Transit,0.201,0.69
,1,1,Transit,,0.73
,1,1,Transit,,0.73
,1,1,Transit,,
,1,1,Transit,,0.74
,1,2,Transit,0.899,1.32
,1,2,Transit,0.851,
,1,2,Transit,0.899,1.32
,1,2,Transit,,
,1,2,Transit,,
,1,2,Transit,0.853,1.22
,1,2,Transit,,1.22
,1,2,Transit,,
,1,2,Transit,,
,1,2,Transit,0.883,1.22
,1,2,Transit,,1.22
,1,2,Transit,0.906,
,1,2,Radial Velocity,14.61,1.32
,1,2,Radial Velocity,14.61,1.32
,1,2,Radial Velocity,15.2,1.22
,1,2,Radial Velocity,14.28,
,2,1,Transit,2.303,1.39
,2,1,Transit,2.28,1.32
,2,1,Transit,,1.43
,2,1,Transit,,
,2,1,Transit,,1.39
,2,1,Transit,2.232,1.39
,2,1,Transit,,1.39
,2,1,Transit,2.271,1.42
,2,1,Transit,2.232,1.39
,2,1,Transit,,
,2,1,Transit,,
,2,1,Transit,3.44,2.65
,2,1,Transit,2.316,1.42
,1,1,Transit,,
,1,1,Transit,,
,1,1,Transit,1.946,1.01
,1,1,Transit,2.043,1.01
,1,1,Transit,1.949,1.01
,1,1,Transit,1.94,1
,1,1,Transit,,1.01
,3,1,Transit,,1.22
,3,1,Transit,4.193,1.22
,3,1,Transit,4.22,1.22
,3,1,Transit,,
,3,1,Transit,4.221,1.22
,3,1,Transit,,
,3,1,Transit,,
,3,1,Transit,4.189,
,3,1,Transit,4.193,1.2
,3,1,Transit,,1.22
,3,1,Transit,,
,1,2,Transit,0.534,0.86
,1,2,Transit,0.58,0.86
,1,2,Transit,,0.92
,1,2,Transit,0.58,0.99
,1,2,Transit,0.537,0.86
,1,2,Transit,,0.86
,1,2,Transit,,0.86
,1,2,Transit,,
,1,2,Transit,,
,1,2,Radial Velocity,3.4,0.92
,1,2,Radial Velocity,2.88,0.86
,1,2,Radial Velocity,1.31,0.86
,1,1,Transit,,0.77
,1,1,Transit,,
,1,1,Transit,,0.77
,1,1,Transit,,0.77
,1,1,Transit,,0.77
,1,1,Transit,,
,1,1,Transit,0.196,0.77
,1,1,Transit,0.2,0.77
,1,1,Transit,0.183,0.77
,1,1,Transit,0.197,0.77
,1,1,Transit,,
,1,1,Transit,,0.77
,1,1,Transit,0.284,0.84
,1,1,Transit,,
,1,1,Transit,,0.84
,1,1,Transit,,
,1,1,Transit,0.292,0.84
,1,1,Transit,,0.83
,1,1,Transit,0.277,0.81
,1,1,Transit,,0.84
HIP 80076,1,2,Transit,8.9,
HIP 80076,1,2,Transit,8.72,1.31
HIP 80076,1,2,Transit,9.04,1.3
HIP 80076,1,2,Transit,11.43,1.93
HIP 80076,1,2,Transit,8.7,1.36
HIP 80076,1,2,Transit,9.99,1.36
HIP 80076,1,2,Transit,,
HIP 80076,1,2,Transit,,1.31
HIP 80076,1,2,Transit,,
HIP 80076,1,2,Transit,,1.33
HIP 80076,1,2,Transit,8.74,1.28
HIP 80076,1,2,Transit,8.62,1.3
HIP 80076,1,2,Transit,9.09,1.36
HIP 80076,1,2,Transit,9.02,1.33
HIP 80076,1,2,Transit,8.62,1.33
HIP 80076,1,2,Transit,,
HIP 80076,1,2,Transit,,
HIP 80076,1,2,Radial Velocity,10.7,1.33
,1,1,Transit,7.246,0.76
,1,1,Transit,7.3,
,1,1,Transit,,0.76
,1,1,Transit,7.27,0.76
,1,1,Transit,,0.73
,1,1,Transit,,
,1,1,Transit,7.22,0.74
,1,1,Transit,,
,1,1,Transit,,0.76
,1,1,Transit,7.24,0.76
,1,1,Transit,,0.95
,1,1,Transit,4.87,1.24
,1,1,Transit,,
,1,1,Transit,4.063,0.95
,1,1,Transit,3.97,0.95
,1,1,Transit,,
,1,1,Transit,,1.24
,2,1,Transit,2.172,0.92
,2,1,Transit,2.47,1.13
,2,1,Transit,,
,2,1,Transit,2.157,0.92
,2,1,Transit,,
,2,1,Transit,,0.92
,2,1,Transit,,
,2,1,Transit,2.147,0.92
,2,1,Transit,2.192,0.94
,2,1,Transit,2.148,
,2,1,Transit,,0.92
,1,1,Transit,2.09,
,1,1,Transit,2.09,1.13
,1,1,Transit,,1.13
,1,1,Transit,,1.13
,1,1,Transit,,1.13
,1,1,Transit,,
,1,1,Transit,,
,1,1,Transit,2.07,1.1
,1,1,Transit,1.97,1.13
,1,1,Transit,,
,1,1,Transit,1.34,0.58
,2,1,Transit,,1.19
,2,1,Transit,0.723,1.19
,2,1,Transit,,1.19
,2,1,Transit,,
,2,1,Transit,0.685,1.19
,2,1,Transit,,
,2,1,Transit,,
,2,1,Transit,0.685,1.19
,2,1,Transit,0.715,1.19
,2,1,Transit,0.75,1.37
,1,1,Transit,,
,1,1,Transit,0.567,1.01
,1,1,Transit,,
,1,1,Transit,,1.01
,1,1,Transit,,1.01
,1,1,Transit,0.567,1.01
,1,1,Transit,,0.99
,1,1,Transit,0.569,1.01
,1,1,Transit,,
,1,1,Transit,0.07,1.12
,1,1,Transit,,
,1,1,Transit,,0.82
,1,1,Transit,0.059,0.82
,1,1,Transit,,0.82
,1,1,Transit,0.0595,0.82
,1,1,Transit,,0.82
,1,1,Transit,,0.85
,2,1,Transit,,0.94
,2,1,Transit,0.62,0.92
,2,1,Transit,,
,2,1,Transit,,0.94
,2,1,Transit,0.66,0.94
,2,1,Transit,,0.92
,2,1,Transit,,
,2,1,Transit,0.616,0.92
,1,1,Transit,0.637,1.02
,1,1,Transit,0.626,1.02
,1,1,Transit,,1.02
,1,1,Transit,,1.02
,1,1,Transit,,
,2,1,Transit,0.773,1.21
,2,1,Transit,0.778,1.21
,2,1,Transit,,1.21
,2,1,Transit,0.88,1.45
,2,1,Transit,,
,2,1,Transit,0.676,1.21
,2,1,Transit,,
,2,1,Transit,0.767,1.2
,2,1,Transit,,1.14
,2,1,Transit,,1.21
,2,1,Transit,0.584,0.9
,2,1,Transit,,0.93
,2,1,Transit,,
,2,1,Transit,0.599,0.94
,2,1,Transit,,0.93
,2,1,Transit,0.591,0.92
,2,1,Transit,0.595,0.93
,2,1,Transit,0.591,0.92
,2,1,Transit,0.596,0.93
,2,1,Transit,0.609,0.93
,2,1,Transit,,
,2,1,Transit,0.65,1.06
,2,1,Transit,0.599,
,2,1,Transit,,
,2,1,Transit,0.726,1.24
,2,1,Transit,0.746,1.24
,2,1,Transit,,1.24
,2,1,Transit,,
,2,1,Transit,,
,2,1,Transit,,
,2,1,Transit,,1.24
,2,1,Transit,0.711,1.24
,2,1,Transit,0.83,1.55
,2,1,Transit,0.733,
,1,1,Transit,,
,1,1,Transit,2.227,1.22
,1,1,Transit,,1.15
,1,1,Transit,,1.31
,1,1,Transit,2.171,1.22
,1,1,Transit,,1.22
,1,1,Transit,2.27,1.31
,1,1,Transit,,
,1,1,Transit,2.147,1.22
,2,1,Transit,0.86,1.16
,2,1,Transit,,
,2,1,Transit,0.79,1.16
,2,1,Transit,0.86,1.16
,2,1,Transit,0.83,1.09
,2,1,Transit,,
,2,1,Transit,0.68,1.13
,2,1,Transit,,
,2,1,Transit,,
,2,1,Transit,,
,2,1,Transit,0.75,1.16
,2,1,Transit,,1.16
,2,1,Transit,,1.16
,2,1,Transit,,1.38
,2,1,Transit,0.65,1.38
,2,1,Transit,,
,2,1,Transit,0.66,1.38
,2,1,Transit,,
,2,1,Transit,,1.38
,2,1,Transit,0.762,1.38
,2,1,Transit,0.92,1.82
,1,1,Transit,,1.34
,1,1,Transit,3.93,1.39
,1,1,Transit,,
,1,1,Transit,,
,1,1,Transit,3.33,1.39
,1,1,Transit,,1.36
,1,1,Transit,3.328,1.39
,1,1,Transit,,
,1,1,Transit,7.01,4.26
,1,1,Transit,,1.39
,1,1,Transit,,1.39
,3,1,Transit,,
,3,1,Transit,7.52,23.56
,3,1,Transit,,1.24
,3,1,Transit,,1.18
,3,1,Transit,1.056,1.24
,3,1,Transit,,
,3,1,Transit,1.054,1.24
,1,1,Transit,1.832,1.02
,1,1,Transit,1.53,0.78
,1,1,Transit,,1.02
,1,1,Transit,1.852,1.03
,1,1,Transit,,1.02
,1,1,Transit,,
,1,1,Transit,,1.03
,1,1,Transit,1.85,1.02
,1,1,Transit,1.925,1.05
,1,1,Transit,,
,1,1,Transit,1.8482,1.03
,1,1,Transit,1.2,0.93
,1,1,Transit,1.169,0.93
,1,1,Transit,,0.93
,1,1,Transit,,
,1,1,Transit,,
,1,1,Transit,1.19,
,1,1,Transit,,0.93
,1,1,Transit,0.267,0.89
,1,1,Transit,,0.89
,1,1,Transit,,0.89
,1,1,Transit,,
,1,1,Transit,0.267,0.89
,1,1,Transit,,
,1,1,Transit,,0.88
,2,1,Transit,,
,2,1,Transit,,1.4
,2,1,Transit,0.569,1.4
,2,1,Transit,0.599,1.4
,2,1,Transit,0.556,0.56
,2,1,Transit,0.68,1.26
,2,1,Transit,,
,2,1,Transit,0.671,
,2,1,Transit,0.68,1.27
,2,1,Transit,0.639,1.26
,2,1,Transit,,
,2,1,Transit,,
,2,1,Transit,,
,2,1,Transit,0.68,1.26
,2,1,Transit,0.655,1.26
,2,1,Transit,0.651,1.25
,1,1,Transit,0.48,1.03
,1,1,Transit,0.615,1.51
,1,1,Transit,,1.51
,1,1,Transit,0.581,1.51
,1,1,Transit,,
,1,1,Transit,,
,1,1,Transit,,1.51
,2,1,Transit,,
,2,1,Transit,0.8,1.42
,2,1,Transit,,1.42
,2,1,Transit,,1.42
,2,1,Transit,0.795,1.42
,2,1,Transit,,1.28
,2,1,Transit,0.8,1.42
,2,1,Transit,1.19,2.56
,1,1,Transit,,1.18
,1,1,Transit,0.88,1.18
,1,1,Transit,,1.06
,1,1,Transit,,1.18
,1,1,Transit,1.044,1.18
,1,1,Transit,,
,1,1,Transit,,
,1,1,Transit,0.662,1.05
,1,1,Transit,,1.03
,1,1,Transit,,
,1,1,Transit,0.73,1.05
,1,1,Transit,,
,1,1,Transit,,1.05
,1,1,Transit,,1.05
,1,1,Transit,,1.01
,1,2,Transit,0.352,0.94
,1,2,Transit,,0.94
,1,2,Transit,,0.94
,1,2,Transit,,
,1,2,Transit,,0.86
,1,2,Transit,,
,1,2,Radial Velocity,4,0.94
,1,1,Transit,0.892,1.26
,1,1,Transit,,
,1,1,Transit,,1.26
,1,1,Transit,,
,1,1,Transit,,0.99
,1,1,Transit,0.86,1.26
,1,1,Transit,0.493,1.28
,1,1,Transit,,1.76
,1,1,Transit,,
,1,1,Transit,,1.28
,1,1,Transit,,
,1,1,Transit,2.2,2.22
,1,1,Transit,,1.54
,1,1,Transit,,
,1,1,Transit,,1.54
,1,1,Transit,1.73,1.54
,1,1,Transit,,
,1,1,Transit,1.77,1.54
,1,1,Transit,,1.04
,1,1,Transit,1.06,1.16
,1,1,Transit,,1.04
,1,1,Transit,,
,1,1,Transit,,
,1,1,Transit,0.98,1.04
,1,1,Transit,1.06,
,1,1,Transit,1.02,1.16
,1,1,Transit,,
,1,1,Transit,,
,1,1,Transit,,1.27
,1,1,Transit,1.35,1.27
,1,1,Transit,,
,1,1,Transit,,
,1,1,Transit,,1.27
,1,1,Transit,1.359,1.27
,1,1,Transit,,1.27
,1,1,Transit,0.309,0.98
,1,1,Transit,,
,1,1,Transit,0.307,0.96
,1,1,Transit,,0.98
,1,1,Transit,,0.98
,1,1,Transit,0.311,0.98
,1,1,Transit,,0.84
,1,1,Transit,,
,1,1,Transit,0.817,0.89
,1,1,Transit,0.818,0.89
,1,1,Transit,,
,1,1,Transit,,0.89
,1,1,Transit,,0.89
,1,1,Transit,1.484,1.09
,1,1,Transit,1.477,1.09
,1,1,Transit,,
,1,1,Transit,,
,1,1,Transit,,1.09
,1,1,Transit,,1.09
,1,1,Transit,,
,1,1,Transit,,0.65
,1,1,Transit,,0.65
,1,1,Transit,1.82,0.65
,1,1,Transit,,
,1,1,Transit,,
,1,1,Transit,,
,1,1,Transit,0.76,0.65
,1,1,Transit,,
,1,1,Transit,,1.01
,1,1,Transit,,
,1,1,Transit,,
,1,1,Transit,,1.01
,1,1,Transit,,1.01
,1,1,Transit,0.582,1.01
,1,1,Transit,0.596,1.03
,1,1,Transit,0.58,1.01
HIP 32209,1,1,Transit,1.9,1.3
HIP 32209,1,1,Transit,,
HIP 32209,1,1,Transit,,
HIP 32209,1,1,Transit,2.31,1.42
HIP 32209,1,1,Transit,,
HIP 32209,1,1,Transit,,1.53
HIP 32209,1,1,Transit,,1.3
HIP 32209,1,1,Transit,2.18,1.3
HIP 32209,1,1,Transit,,
HIP 32209,1,1,Transit,,
HIP 32209,1,1,Transit,,1.3
,3,1,Transit,,1.47
,3,1,Transit,,
,3,1,Transit,1.41,2.77
,3,1,Transit,,1.47
,3,1,Transit,1.85,1.47
,1,1,Transit,,
,1,1,Transit,,
,1,1,Transit,0.372,1.03
,1,1,Transit,,
,1,1,Transit,,
,1,1,Transit,1.54,1.01
,1,1,Transit,,1.01
,1,1,Transit,1.32,1.79
,1,1,Transit,,
,1,1,Transit,1.107,1.29
,1,1,Transit,1.106,1.29
,1,1,Transit,1.057,1.29
,1,1,Transit,,
,1,1,Transit,,1.29
,1,1,Transit,,1.29
,1,1,Transit,1.063,1.29
,1,1,Transit,,
,1,1,Transit,1.059,1.29
,1,1,Transit,,
,1,1,Transit,,
,1,1,Transit,0.574,1.44
,1,1,Transit,,
,1,1,Transit,1.057,1
,1,1,Transit,,1.02
,1,1,Transit,,
,1,1,Transit,0.761,1.02
,1,1,Transit,,
,1,1,Transit,0.614,0.93
,1,1,Transit,0.58,1.3
,1,1,Transit,,
,1,1,Transit,,
,1,1,Transit,,1.21
,1,1,Transit,,1.21
,1,1,Transit,,
,1,1,Transit,0.554,1.3
,1,1,Transit,0.527,1.21
,1,1,Transit,0.783,1.25
,1,1,Transit,,1.25
,1,1,Transit,,1.25
,1,1,Transit,,
,1,1,Transit,,
,2,1,Transit,,
,2,1,Transit,,1.64
,2,1,Transit,0.34,1.64
,2,1,Transit,,
,1,1,Transit,,0.68
,1,1,Transit,0.724,0.68
,1,1,Transit,,
,1,1,Transit,3.58,1.65
,1,1,Transit,,
,1,1,Transit,,1.65
,1,1,Transit,,
,1,1,Transit,,1.65
,2,1,Transit,1.776,1.35
,2,1,Transit,,1.51
,2,1,Transit,1.781,1.47
,2,1,Transit,,1.47
,2,1,Transit,,1.35
,2,1,Transit,1.806,1.51
,2,1,Transit,,1.66
,2,1,Transit,,1.45
,2,1,Transit,,1.52
,2,1,Transit,,
,2,1,Transit,,1.47
,2,1,Transit,,
,2,1,Transit,1.682,1.47
,2,1,Transit,,1.52
,2,1,Transit,,
,2,1,Transit,,1.52
,2,1,Transit,,1.35
,2,1,Transit,1.84,1.56
,2,1,Transit,1.697,1.36
,2,1,Transit,1.799,1.51
,2,1,Transit,,1.47
,2,1,Transit,1.776,
,1,1,Transit,6.78,1.89
,1,1,Transit,,
,1,1,Transit,,1.89
,1,1,Transit,,1.89
,1,1,Transit,,
,3,1,Transit,1.354,1.28
,3,1,Transit,1.52,
,3,1,Transit,1.52,1.28
,3,1,Transit,1.28,1.27
,3,1,Transit,,1.28
,3,1,Transit,1.304,1.19
,3,1,Transit,,
,3,1,Transit,,
,3,1,Transit,,1.28
,1,1,Transit,0.761,1.28
,1,1,Transit,0.67,1.28
,1,1,Transit,0.78,1.28
,1,1,Transit,0.778,1.28
,1,1,Transit,,
,1,1,Transit,,
,1,1,Transit,,1.28
,1,1,Transit,,1.28
,1,1,Transit,0.749,1.28
,1,1,Transit,,1.28
,1,1,Transit,,0.99
,1,1,Transit,,0.99
,1,1,Transit,1.75,0.99
,1,1,Transit,1.855,0.99
,1,1,Transit,,
,1,1,Transit,,
,1,1,Transit,0.526,1.1
,1,1,Transit,0.585,1.1
,1,1,Transit,,1.1
,1,1,Transit,,1
,1,1,Transit,0.85,1
,1,1,Transit,0.83,1.06
,1,1,Transit,,1.33
,1,1,Transit,,
,1,1,Transit,,
,1,1,Transit,,1.16
,1,1,Transit,2.38,1.49
,1,1,Transit,,
,1,1,Transit,2.39,
,1,1,Transit,,1.21
,1,1,Transit,,
,1,1,Transit,,0.96
,1,1,Transit,0.543,0.96
,1,1,Transit,,0.96
,1,1,Transit,,
,1,1,Transit,,0.96
,1,1,Transit,,
,1,1,Transit,0.592,0.96
,1,1,Transit,,0.97
,1,1,Transit,,
,1,1,Transit,1.069,0.97
,1,1,Transit,,
,1,1,Transit,1.07,0.97
,1,1,Transit,1.071,0.97
,1,1,Transit,2.17,0.87
,1,1,Transit,3.27,0.97
,1,1,Transit,,
