HIP_num,Fe,Li,C,O,Na,Mg,Al,Si,Ca,Sc,Ti,V,Cr,Mn,Co,Ni,Y,f_x,f_y,f_z,f_disk
HIP 3583 ,0,,0.07,-0.06,-0.17,0.04,-0.07,-0.07,-0.05,-0.02,0.01,-0.05,-0.07,-0.19,-0.05,-0.12,0.14,9.957,2.015,-11.107,thin 
HIP 101890 ,-0.63,,-0.48,-0.25,-0.65,-0.31,-0.47,-0.45,-0.38,-0.34,-0.38,-0.5,-0.59,-0.89,-0.43,-0.53,,90.408,-108.8,414.802,N/A 
HIP 101899 ,-0.11,-2.99,-0.19,0.01,0.17,0.16,0.28,0.22,0.14,0.13,0.11,0.11,0.14,0.02,0.13,0.1,0.12,61.164,-73.547,55.974,thin 
HIP 101905 ,0.1,-1.16,0.01,-0.04,-0.01,0.11,0.08,0.05,0.12,0.16,0.09,0.02,0.09,-0.02,0.12,0.05,0.2,13.988,-16.813,-25.455,thin 
2MASS 19110565+4252094 ,0.14,,0.1,0.06,-0.09,0.17,0.06,0.07,0.1,,0.12,0.16,0.1,0.08,,0.16,0.1,212.471,-662.82,646.108,N/A 
HIP 69143 ,-0.3,-0.78,-0.17,,-0.24,-0.23,-0.56,-0.25,-0.19,,-0.24,-0.4,-0.31,-0.52,-0.22,-0.3,,-46.003,-29.088,-22.586,thin 
HIP 101911 ,0.12,,-0.1,-0.02,-0.01,0.04,0.09,0.02,0.09,0.14,0.06,0.03,0.05,0.04,0.15,0.13,0.25,50.888,-61.133,-6.86,thin 
HIP 36377 ,0.35,-3.93,0.25,0.39,0.47,0.38,0.52,0.45,0.59,0.55,0.72,0.97,0.55,0.26,0.47,0.49,0.63,-12.119,29.537,-30.088,thin 
HIP 3610 ,-0.19,-2.28,-0.19,-0.13,-0.21,-0.12,-0.21,-0.26,-0.11,-0.23,-0.2,-0.28,-0.19,-0.45,-0.22,-0.21,0.53,84.286,17.236,-17.429,thin 
HIP 101916 ,0.13,-1.89,0.06,0.1,-0.03,0.1,0.04,0.08,0.11,0.13,0.12,-0.03,0.07,-0.08,0.12,0.05,-0.07,19.059,-22.89,5.298,thin 
HIP 3620 ,0.1,,,,0.19,0.28,0.41,0.14,0.17,0.12,0.12,0.25,0.17,0.03,0.09,0.09,0.04,161.835,33.257,99.082,thin 
HIP 101932 ,0.1,,0.12,0.04,,0.06,,0.06,0.15,,0.17,,,,,0.11,,18.843,-22.582,5.226,thin 
HIP 36399 ,-0.03,-1.12,,-0.05,-0.01,0.04,-0.1,-0.12,0.02,0.78,0,-0.02,0.01,-0.21,0.24,-0.06,0.19,-11.206,27.247,-3.905,thin 
HIP 101936 ,0.11,-2.9,-0.11,0.02,0.22,0.13,0.16,0.26,0.1,0.05,0.1,0.02,0.08,0.25,0.16,0.12,0.17,49.739,-59.585,0.659,thin 
HIP 69176 ,-0.5,,0.48,0.09,-0.23,-0.36,-0.38,-0.48,-0.32,-0.14,-0.39,-0.32,-0.52,,-0.08,-0.54,0.43,-84.642,-53.714,-98.056,thin 
HD 224636 ,0.1,,,,0.05,0.16,0.08,0.06,0.2,0.35,0.17,0.02,0.12,-0.05,0.19,0.03,0.36,24.493,-0.055,16.35,N/A 
HIP 3645 ,-0.08,,,,0.11,0.01,0.06,0.04,-0.18,0.21,0.19,0.33,0.09,-0.14,0.06,-0.01,,31.755,6.558,-2.51,thin 
HIP 36414 ,0.18,,,,,0.1,0.25,0.25,0.21,,0.17,,0.04,,,0.07,,-15.868,38.534,-32.702,thin 
HIP 69185 ,-0.26,,-0.14,-0.15,-0.23,-0.07,-0.16,-0.16,-0.16,-0.38,-0.18,-0.38,-0.3,-0.32,-0.29,-0.26,,-63.333,-40.25,45.548,thin 
HIP 69191 ,0.06,-3.28,,,0.24,0.12,0.14,0.18,0.13,0.2,0.16,0.22,0.09,0.32,0.12,0.09,,-27.252,-17.347,-43.56,thin 
HIP 36430 ,-2.17,,,-1.89,-1.86,-1.85,,-1.66,-1.82,,-1.85,-2.39,-2.3,-2.73,-2.12,-2.08,,-79.121,191.376,133.798,N/A 
HIP 101966 ,0.25,-0.64,0.13,0.24,0.22,0.19,0.18,0.22,0.29,0.43,0.23,0.19,0.25,0.16,0.25,0.24,0.29,21.398,-25.532,6.626,thin 
HIP 69202 ,-0.47,-1.18,-0.4,-0.13,-0.45,-0.31,-0.49,-0.41,-0.4,-0.32,-0.41,-0.52,-0.5,-0.72,-0.43,-0.51,-0.49,-28.669,-18.278,-35.541,thin 
HIP 36439 ,-0.25,-1.06,-0.11,-0.07,-0.26,-0.22,-0.3,-0.24,-0.19,0.54,-0.2,-0.14,-0.22,-0.4,0.2,-0.27,-0.1,-5.054,12.213,15.57,thin 
HIP 69207 ,-0.5,,-0.54,-0.25,-0.49,-0.36,-0.5,-0.43,-0.34,-0.29,-0.43,-0.39,-0.42,-0.73,-0.38,-0.44,,-83.427,-53.224,255.97,thin 
HIP 3675 ,0.05,-2.33,-0.16,-0.12,0.2,0.14,0.19,0.12,0.14,0.06,0.02,0.04,0.17,-0.01,0.12,0.07,0.15,81.556,16.973,17.667,thin 
HIP 36444 ,-0.07,,,,0.02,0.04,0.01,0.03,0.02,0.08,0.01,0.05,0.01,-0.15,0.15,-0.07,,-24.743,59.739,-84.729,thin 
2MASS 19424435+4744530 ,0.05,,0.05,0.02,-0.14,0.04,-0.07,0.06,0.03,,0.07,0.12,0.03,-0.14,,0.04,-0.04,215.563,-448.212,547.508,N/A 
HIP 101983 ,-0.37,,-0.3,-0.11,-0.28,-0.28,-0.38,-0.3,-0.26,-0.12,-0.26,-0.38,-0.4,-0.58,-0.38,-0.36,-0.22,7.868,-9.373,-21.673,thin 
HIP 69220 ,-0.08,,,-0.1,-0.27,-0.03,-0.18,-0.12,-0.09,0.04,-0.11,-0.15,-0.13,-0.2,-0.04,-0.13,-0.15,-29.099,-18.59,-34.518,thick 
HIP 69224 ,-0.13,,-0.13,,-0.02,-0.03,0.01,-0.1,-0.05,0.05,0.08,0.31,-0.1,-0.2,-0.02,-0.12,,-29.135,-18.626,-34.554,N/A 
HIP 101997 ,-0.24,,-0.18,-0.22,-0.24,-0.12,-0.2,-0.22,-0.17,-0.15,-0.16,-0.22,-0.23,-0.38,-0.15,-0.26,-0.2,8.639,-10.277,-5.914,thin 
HIP 69230 ,-0.02,,,,,-0.16,-0.15,0.29,-0.1,,-0.07,,,,,-0.23,,-36.026,-23.05,22.39,thin 
HIP 3697 ,0.19,-2.41,,,0.3,0.25,0.31,0.26,0.29,0.14,0.13,0.06,0.19,0.13,0.2,0.17,0.35,103.355,21.683,12.482,thin 
HIP 3704 ,-0.35,-0.97,-0.27,-0.28,-0.4,-0.26,-0.36,-0.33,-0.28,-0.23,-0.3,-0.4,-0.38,-0.63,-0.29,-0.38,-0.4,39.589,8.327,-30.419,thick 
HIP 36474 ,-0.12,-2.43,-0.31,-0.12,-0.02,0.04,-0.02,-0.02,0,-0.06,-0.06,-0.06,-0.08,-0.12,-0.07,-0.15,-0.08,-44.458,106.924,-100.624,N/A 
HIP 3712 ,0,,0.01,-0.02,-0.1,-0.01,-0.11,0.01,0.02,,0.02,0.04,-0.02,-0.26,0,0,-0.06,103.139,21.775,24.103,N/A 
HIP 36481 ,-0.13,-1.19,0.08,0.08,-0.32,-0.15,-0.3,-0.07,-0.19,,-0.26,-0.37,,-0.49,-0.22,-0.24,,-15.315,36.797,14.36,thin 
HIP 102018 ,0.2,-0.93,0.23,0.17,0.24,0.21,0.18,0.19,0.21,0.24,0.18,0.13,0.19,0.13,0.23,0.23,0.1,24.428,-29.016,-16.981,thin 
2MASS 19374404+3821196 ,0.07,,0.07,-0.04,0.03,0.07,0.03,0.07,0.1,,0.07,-0.08,0.08,-0.05,,0.07,0.08,301.335,-663.256,576.48,N/A 
HIP 3718 ,-0.06,,-0.03,-0.08,-0.12,-0.03,-0.11,-0.04,0,,-0.04,-0.03,-0.05,-0.2,-0.01,-0.01,-0.07,103.373,21.844,24.144,N/A 
HIP 102025 ,-0.22,,-0.32,,-0.15,-0.24,-0.08,-0.3,-0.14,0.08,-0.03,0.21,-0.21,-0.47,-0.24,-0.28,,22.498,-26.691,-20.196,thin 
HIP 102026 ,-0.25,-2.32,-0.4,-0.26,-0.23,-0.08,-0.03,-0.03,-0.15,-0.21,-0.21,-0.32,-0.24,-0.41,-0.21,-0.26,-0.35,58.908,-69.867,-26.419,thin 
HIP 36491 ,-0.84,,,-0.33,-0.85,-0.55,-0.76,-0.69,-0.66,-0.72,-0.63,-0.81,-0.93,-1.31,-0.66,-0.88,-1.01,-21.101,50.64,18.849,thick 
2MASS 19071403+4918590 ,-0.02,,0,-0.1,-0.23,-0.05,-0.21,-0.02,0.03,,-0.03,-0.02,-0.03,-0.18,,-0.07,0.11,40.304,-133.42,162.132,N/A 
HIP 3730 ,0.22,,,,0.42,0.32,0.26,0.24,0.31,0.8,0.31,0.28,0.26,0.1,0.45,0.22,0.68,57.744,12.251,22.571,thin 
HIP 102035 ,-0.28,,-0.23,0.03,-0.4,-0.21,-0.17,-0.32,-0.2,,-0.14,-0.24,-0.36,-0.47,,-0.22,-0.13,71.533,-84.786,84.805,thick 
HIP 69268 ,-0.36,,-0.36,-0.15,-0.3,-0.2,-0.39,-0.31,-0.17,-0.14,-0.27,-0.2,-0.24,-0.54,-0.27,-0.26,,-80.886,-51.947,265.035,thin 
HIP 3734 ,-0.03,,,0.02,-0.16,0.16,-0.1,-0.05,0.02,0.08,-0.02,-0.16,-0.1,-0.27,-0.05,-0.12,-0.01,78.575,16.686,-13.221,thin 
HIP 102040 ,-0.05,-1.1,-0.07,-0.06,-0.16,-0.01,-0.06,-0.08,0,0.06,-0.02,-0.12,-0.06,-0.23,-0.02,-0.11,-0.02,12.675,-15.005,7.124,thin 
HIP 102046 ,-1.01,,-0.71,-0.39,-1.03,-0.6,-0.76,-0.72,-0.72,-0.6,-0.7,-0.85,-1.04,-1.27,-0.52,-1.02,-0.95,38.542,-45.599,-20.317,thick 
HIP 36512 ,-0.09,-2.04,-0.1,-0.23,-0.15,-0.05,-0.1,-0.09,-0.09,-0.07,-0.06,-0.16,-0.1,-0.2,-0.11,-0.1,-0.06,-13.418,32.13,-9.981,thin 
HIP 36513 ,-2.45,-1.01,-0.89,-1.68,-1.35,-2.04,-0.72,-0.98,-1.98,,-1.96,-2.09,-2.58,-3.06,-2.11,-1.15,,-87.864,210.336,101.901,N/A 
HIP 36515 ,0,-0.6,-0.02,-0.11,-0.16,-0.06,-0.1,-0.07,0,-0.03,-0.04,-0.09,-0.02,-0.18,-0.03,-0.09,0.11,-6.665,15.952,-13.189,thin 
HD 199135 ,-0.5,,,,-0.32,-0.09,-0.18,-0.1,-0.25,-0.03,-0.23,-0.15,-0.22,-0.46,-0.11,-0.17,,14.854,-18.705,314.394,N/A 
HD 20427 ,-0.53,,-0.19,0.01,-0.42,-0.4,-0.6,-0.3,-0.44,,-0.49,-0.56,,-0.89,-0.38,-0.54,,30.975,36.439,37.986,N/A 
HIP 69290 ,-0.04,,,,0.17,0.16,0.17,-0.07,0.12,,0.16,,0.03,,,0,,-338.321,-217.591,-139.638,N/A 
HIP 69295 ,-0.34,-3.28,,,,-0.15,-0.3,-0.28,-0.38,,-0.48,-0.74,-0.48,,,-0.48,-0.97,-67.143,-43.197,130.534,N/A 
HIP 3760 ,-0.15,-3.2,-0.15,-0.3,0,,,-0.03,-0.1,-0.18,-0.11,-0.04,-0.21,-0.34,-0.1,-0.19,,170.489,36.464,22.334,thin 
HIP 3765 ,-0.23,-3.73,-0.08,-0.13,-0.29,-0.09,-0.17,-0.2,-0.16,-0.07,-0.09,-0.15,-0.22,-0.35,-0.08,-0.24,-0.26,7.235,1.55,0.684,thin 
HIP 102081 ,0.11,-2.58,0.33,0.31,0.03,0.29,-0.04,0.23,0.08,,-0.05,-0.06,,-0.13,,0.07,,32.279,-38.027,29.021,thin 
HIP 69316 ,0.28,-2.99,0.13,0.23,0.87,0.56,0.72,0.56,0.43,0.3,0.33,0.51,0.47,0.36,0.45,0.4,0.17,-85.965,-55.429,64.652,thin 
HIP 3786 ,-0.17,-4.23,-0.43,-0.54,0.11,0,0.2,0.12,-0.18,-0.33,-0.1,-0.02,0.06,-0.09,0.13,-0.08,0.24,82.954,17.891,11.3,thin 
HIP 102090 ,-0.19,,-0.12,-0.02,-0.12,-0.01,-0.14,-0.09,-0.06,0.03,-0.12,-0.04,-0.08,-0.29,-0.06,-0.08,,29.116,-34.283,146.882,thin 
HIP 69340 ,0.27,,0.4,1.02,0.28,0.4,0.2,0.2,0.48,0.37,0.2,0.47,0.55,0.26,0.5,0.22,0.56,-36.514,-23.604,1.034,thin 
HIP 3807 ,0,-2.05,-0.32,-0.16,0.2,0.12,0.11,0.07,0.11,0.05,0.06,0.03,0.04,-0.1,0.02,-0.06,-0.06,85.134,18.463,-92.434,thin 
HIP 69350 ,-0.04,,,,,0.17,0.04,0,-0.06,,-0.14,-0.19,0.1,,,0.02,-0.21,-109.004,-70.53,118.307,N/A 
HIP 3821 ,-0.21,-1.25,-0.08,-0.09,-0.26,-0.16,-0.28,-0.2,-0.19,-0.14,-0.18,-0.26,-0.26,-0.39,-0.24,-0.24,-0.22,3.079,0.67,5.006,thin 
HIP 102125 ,0.18,-0.88,0.24,0.2,0.25,0.23,0.15,0.22,0.21,0.19,0.16,0.11,0.14,0.17,0.16,0.22,,6.551,-7.688,-38.64,thin 
HIP 69357 ,-0.13,,-0.1,-0.14,-0.14,-0.1,-0.1,-0.12,-0.02,-0.04,-0.03,0.05,-0.07,-0.25,-0.12,-0.16,0,-18.752,-12.151,-4.999,thin 
HIP 102128 ,0.24,-0.98,0.25,0.15,0.28,0.27,0.2,0.32,0.25,,0.26,0.33,0.21,0.21,0.35,0.33,,6.549,-7.685,-38.615,N/A 
2MASS 19190156+4657104 ,0.05,,-0.03,-0.19,0.04,0.01,-0.03,0.05,0.07,,0.04,0.08,0.06,-0.11,,0.08,-0.19,89.186,-248.315,282.473,N/A 
HIP 3834 ,0.08,-2.83,-0.11,-0.01,0.09,0.16,0.11,0.12,0.1,0.02,0.14,0.11,0.07,0.06,0.11,0.08,0.17,48.979,10.686,-22.463,thin 
HIP 69373 ,-0.89,,-0.52,-0.35,-0.75,-0.45,-0.56,-0.58,-0.49,-0.46,-0.5,-0.63,-0.63,-1.01,-0.5,-0.7,,-39.082,-25.396,124.214,thin 
BD+37 00412 ,0.18,,-0.17,-0.12,-0.05,-0.06,-0.15,-0.14,0.11,,0.03,-0.05,0.1,0.08,,0.15,0.57,322.511,178.139,286.628,N/A 
HIP 36613 ,-0.17,,,,0.26,0,-0.13,-0.01,0.05,,-0.19,,-0.23,,,-0.15,,-193.263,456.54,-37.797,N/A 
HIP 36616 ,0.17,-3.3,0.02,0.18,0.36,0.2,0.32,0.33,0.1,0.12,0.22,0.33,0.12,0.37,0.29,0.22,0.18,-33.276,78.577,26.229,thin 
HIP 102152 ,0.02,-2.7,0.02,-0.03,-0.08,0.07,0.01,-0.02,0.03,0.08,0.02,-0.07,-0.01,-0.1,0.06,-0.03,0.05,45.017,-52.75,-35.664,thin 
HIP 3850 ,-0.18,,-0.08,-0.16,-0.35,-0.22,-0.34,-0.2,-0.19,,-0.2,-0.24,-0.24,-0.45,,-0.26,-0.14,16.928,3.71,-7.432,thin 
HIP 69390 ,0.18,-0.91,,0.02,-0.04,,0.26,0.07,0.09,,0.2,0.07,,,,,,-72.421,-47.159,12.772,thin 
HIP 102158 ,-0.26,-2.88,-0.5,-0.26,-0.21,-0.17,-0.04,-0.11,-0.12,-0.15,-0.18,-0.3,-0.23,-0.37,-0.2,-0.28,-0.29,82.557,-96.688,40.139,thin 
BD+28 04515 ,0.1,,,,,0.02,,0.37,0.31,,-0.05,,,,,0.11,,78.455,-19.478,44.509,N/A 
2MASS 19340028+4850088 ,0.3,,0.23,0.3,0.12,0.17,0.17,0.19,0.32,,0.26,0.19,0.29,0.18,,0.29,0.3,94.52,-217.37,271.1,N/A 
HIP 36640 ,-0.66,-0.92,-0.47,-0.36,-0.68,-0.45,-0.68,-0.53,-0.49,-0.46,-0.47,-0.62,-0.67,-1,-0.52,-0.68,-0.44,-11.063,26.033,-4.42,thin 
HIP 3876 ,0.11,-3.13,,-0.31,0.31,0.23,0.2,0.17,0.14,0.25,0.22,0.29,0.24,0.12,0.39,0.29,0.06,7.038,1.553,20.296,thin 
HIP 69414 ,-0.09,,-0.05,-0.07,-0.07,0,-0.01,-0.06,-0.04,0.01,0.02,-0.03,-0.08,-0.17,-0.02,-0.09,0.01,-18.167,-11.883,-1.259,thin 
HIP 3879 ,-0.15,,-0.39,,-0.06,-0.19,-0.11,-0.24,-0.02,0.38,0.13,0.4,-0.12,-0.49,-0.09,-0.19,,15.145,3.344,-21.819,N/A 
HIP 69416 ,-0.38,,-0.37,-0.15,-0.34,-0.24,-0.34,-0.2,-0.23,-0.13,-0.27,-0.21,-0.33,-0.54,-0.21,-0.22,,-152.691,-99.888,389.921,N/A 
2MASS 19262571+3824374 ,-0.16,,-0.1,-0.07,-0.32,-0.13,-0.17,-0.17,-0.15,,-0.09,-0.24,-0.17,-0.41,,-0.16,-0.24,291.342,-735.578,627.31,N/A 
HIP 69427 ,-0.39,-3.21,-0.17,-0.33,-0.3,-0.14,-0.06,-0.14,-0.37,-0.14,-0.06,-0.06,-0.37,-0.31,-0.3,-0.3,-0.58,-76.542,-50.134,-16.585,thin 
HIP 102200 ,-0.44,-1.9,-0.35,-0.21,-0.51,-0.3,-0.37,-0.37,-0.35,-0.32,-0.33,-0.45,-0.43,-0.68,-0.35,-0.44,-0.48,37.644,-43.897,-38.027,thin 
HIP 102203 ,0.01,,-0.01,-0.05,-0.07,0.03,-0.02,-0.02,0.01,0.01,0.06,-0.01,0.02,-0.09,-0.02,-0.02,0.12,19.317,-22.519,-2.753,thin 
2MASS 19284107+4054587 ,0.05,,0,-0.08,-0.18,0.04,-0.14,0,0.06,,0.02,0.02,0.05,-0.08,,0.04,-0.09,296.719,-728.135,681.481,N/A 
HIP 102211 ,-0.45,-1.17,-0.41,-0.14,-0.41,-0.24,-0.3,-0.32,-0.26,-0.32,-0.22,-0.38,-0.45,-0.77,-0.4,-0.43,,46.393,-54.022,-16.564,thin 
HIP 3909 ,-0.04,-0.54,-0.06,-0.13,-0.17,-0.08,-0.18,-0.1,-0.02,0.25,-0.06,-0.1,-0.09,-0.2,-0.05,-0.12,0,15.269,3.394,-2.94,thin 
HIP 3913 ,0.03,,,,,0.17,,0.05,0.03,,0.08,,,,,0.12,,57.141,12.732,-35.64,thin 
HD 189976 ,0.06,,0.02,0.08,-0.04,0.02,-0.03,0,0.05,0.2,0.07,0.15,0.06,-0.11,0.07,0.03,-0.06,39.673,-71.014,255.042,N/A 
2MASS 19254399+4142123 ,-0.11,,-0.07,-0.08,-0.25,-0.06,-0.14,-0.07,-0.07,,-0.07,-0.02,-0.11,-0.22,,-0.09,-0.18,105.846,-269.626,258.107,N/A 
HIP 36704 ,0,-1.88,-0.01,-0.04,-0.08,0.06,0.03,-0.01,0.06,0.17,0.04,0.04,0.08,-0.06,0.23,-0.01,0.14,-6.509,15.147,12.437,thin 
HIP 36715 ,0.04,-1.67,-0.02,0.14,0.01,0.11,0.02,0.02,0.16,0.18,0.07,0.03,0.07,-0.1,0.05,0.09,0.02,-7.574,17.611,95.823,thin 
HIP 69493 ,0.09,-0.75,,,0.62,0.15,0.51,0.22,0.3,1.03,0.45,0.6,0.28,0.05,0.77,0.17,0.1,-46.262,-30.527,-0.818,thin 
2MASS 19223938+4329594 ,0.25,,0.19,0.09,0.11,0.19,0.16,0.19,0.23,,0.17,0.2,0.23,0.15,,0.26,0.16,112.154,-297.37,301.595,N/A 
HIP 102264 ,-0.2,,,-0.21,-0.34,-0.17,-0.24,-0.22,-0.2,-0.18,-0.2,-0.33,-0.23,-0.44,-0.21,-0.24,-0.17,12.439,-14.402,-10.733,thin 
HIP 36729 ,-0.4,-3.15,-0.51,-0.36,-0.32,-0.16,-0.16,-0.24,-0.27,-0.29,-0.28,-0.36,-0.42,-0.59,-0.28,-0.39,-0.53,-42.918,99.627,-101.463,thin 
HIP 36732 ,0.15,-2.94,0,0.11,0.26,0.28,0.3,0.25,0.05,0.13,0.13,0.2,0.19,0.18,0.3,0.21,0.16,-33.612,77.928,-29.907,thin 
BD+46 2785 ,-0.26,-1.09,-0.26,-0.13,-0.37,-0.25,-0.42,-0.24,-0.18,,-0.14,0,-0.21,-0.56,,-0.34,-0.25,38.621,-74.719,89.652,N/A 
HIP 36739 ,0,,,,0.06,-0.06,0.05,0.01,0.02,,-0.05,-0.17,-0.05,,-0.01,-0.07,,-77.349,179.149,54.626,thin 
HD 10361 ,-0.16,,,-0.2,-0.16,,,-0.18,,,-0.12,,,,,-0.22,,4.135,1.924,-6.812,N/A 
HIP 3975 ,0.23,,-0.01,0.02,0.11,0.06,0.04,-0.04,0.16,,0.11,0.05,0.17,0.24,,0.25,0.41,194.173,44.03,-45.701,thin 
HIP 3979 ,-0.19,-2,-0.17,-0.16,-0.24,-0.12,-0.23,-0.17,-0.12,-0.13,-0.14,-0.18,-0.19,-0.39,-0.17,-0.23,-0.13,21.657,4.918,-1.958,thin 
HIP 69518 ,0.09,,0,0.19,-0.16,-0.01,-0.23,0.03,0.15,,0.03,-0.09,0.11,-0.16,,-0.02,0.23,-22.54,-14.898,28.298,thin 
HIP 102290 ,0.03,-0.44,0,0.06,-0.04,-0.06,-0.12,0.05,0.12,0.13,0.14,0.04,0.04,-0.16,-0.02,0,,35.152,-40.592,-24.688,N/A 
HIP 69526 ,0.06,-3.78,-0.05,0.03,0,-0.02,-0.02,0.14,0.11,,0.04,0.04,0.06,-0.01,,0.09,0.04,-12.414,-8.213,8.669,thin 
HIP 3998 ,0.16,-4.18,,-0.11,,-0.03,,0.22,,,0.15,,,,,,,20.397,4.649,7.097,thin 
HIP 69535 ,-0.23,,-0.03,0.08,-0.27,-0.31,-0.41,-0.13,-0.22,,-0.32,-0.39,,-0.57,-0.29,-0.32,,-26.807,-17.758,45.31,thin 
HIP 69536 ,0.12,,0.2,0.06,0.17,0.12,0.14,0.11,0.12,0.19,0.15,0.17,0.17,0.06,0.13,0.14,0.33,-27.659,-18.322,7.635,thin 
HIP 4005 ,0.05,,0.02,0.17,-0.05,0.03,-0.07,0.02,0.11,,0.07,0.03,0.1,-0.12,,0,0.12,45.079,10.286,29.635,thin 
HIP 36795 ,-0.12,-1.64,-0.04,0.14,-0.12,-0.1,-0.26,-0.09,-0.04,-0.08,-0.11,-0.32,-0.23,-0.4,-0.11,-0.19,0.08,-9.587,22.035,-9.854,thin 
HIP 69564 ,0.2,,0.18,0.19,0.28,0.24,0.19,0.22,0.23,0.63,0.25,0.16,0.22,0.14,0.28,0.22,0.45,-34,-22.58,-4.252,thin 
HIP 102337 ,-1.87,-0.84,-1.65,-1.14,,-1.62,,-1.64,-1.58,,,,,,,,,82.371,-94.67,-72.457,N/A 
HIP 69570 ,-0.26,-2.05,-0.23,-0.16,-0.26,-0.18,-0.23,-0.22,-0.17,-0.23,-0.15,-0.23,-0.2,-0.41,-0.26,-0.28,0.03,-20.912,-13.896,-28.029,thin 
HIP 69569 ,0.33,,,,0.72,0.77,0.67,0.56,0.53,0.57,0.41,0.64,0.48,0.55,0.61,0.48,0.2,-28.035,-18.625,29.798,thin 
HIP 4039 ,-1.14,-0.87,,-0.65,-1.04,-0.94,-1.54,-1,-0.93,,-1.03,,,-1.88,-0.93,-1.31,,37.586,8.645,138.826,thick 
HIP 4041 ,-0.01,,-0.08,-0.09,-0.19,-0.06,-0.11,-0.05,0.06,,-0.04,0.04,-0.01,-0.16,,-0.04,0.09,8.11,1.866,41.368,thin 
HIP 36818 ,-0.87,,-0.98,-0.54,-1.29,-0.77,,-0.8,-0.73,-0.94,-0.7,,-0.9,-1.29,,-0.98,-0.96,-27.751,63.588,-70.057,thick 
2MASS 18473534+4643214 ,-0.34,,-0.23,-0.17,-0.55,-0.34,-0.41,-0.33,-0.32,,-0.25,-0.29,-0.35,-0.76,,-0.42,-0.35,141.837,-673.219,730.665,N/A 
HIP 36827 ,-0.14,,-0.15,-0.16,-0.28,-0.22,-0.24,-0.15,-0.12,-0.3,-0.13,-0.15,-0.16,-0.29,-0.18,-0.25,-0.12,-9.3,21.277,-2.809,thin 
HIP 102370 ,-0.29,,-0.46,-0.23,-0.29,-0.17,-0.35,-0.26,-0.14,-0.14,-0.24,-0.19,-0.22,-0.49,-0.26,-0.24,,33.809,-38.704,139.316,thin 
HIP 102375 ,0.31,,0.32,-0.18,0.32,0.18,0.11,0.29,0.23,,0.24,0.21,0.28,,0.19,0.32,,25.316,-28.97,-75.952,thin 
HIP 102379 ,-0.4,-0.91,-0.33,-0.26,-0.34,-0.25,-0.4,-0.31,-0.24,-0.14,-0.23,-0.36,-0.4,-0.67,-0.36,-0.38,,45.595,-52.167,-12.835,thin 
HIP 69612 ,-0.12,-3.28,-0.01,0.05,0.06,0.11,0.08,0.1,-0.02,-0.18,0.05,-0.06,-0.12,0.12,-0.04,-0.02,,-69.004,-46.041,14.777,thin 
2MASS 17245007-4956561 ,0.12,-2.99,-0.01,0.15,0.31,0.17,0.36,0.29,0.16,0.17,0.21,0.29,0.23,0.16,0.26,0.22,0.1,-84.509,-546.438,-657.769,N/A 
HIP 36848 ,-0.09,,,,0.05,-0.06,-0.03,0.04,-0.06,-0.02,-0.06,-0.02,-0.08,-0.2,-0.01,-0.1,,-36.664,83.741,-46.603,thin 
HIP 36849 ,-0.77,-1.22,-0.28,-0.39,-0.77,-0.54,-0.79,-0.62,-0.64,-0.63,-0.61,-0.76,-0.83,-1.2,-0.72,-0.8,-0.94,-34.59,78.998,26.203,thick 
2MASS 19444402+4721315 ,0.04,,-0.03,-0.06,-0.15,0,-0.01,-0.09,0.01,,0.02,0.02,0,-0.08,,0.04,0.1,288.441,-586.618,709.863,N/A 
HIP 102388 ,-0.04,-3.52,-0.17,0.04,0.06,0.19,0.12,0.13,-0.06,-0.02,-0.04,-0.16,-0.02,-0.07,0.09,-0.02,-0.08,65.823,-75.139,47.156,thin 
HIP 36855 ,0.23,,,,0,0.23,0.14,0.11,0.07,,0.16,,0.16,,,0.2,0.15,-14.698,33.542,46.115,thin 
HIP 36866 ,0.27,,0.3,0.28,0.26,0.3,0.23,0.22,0.24,0.36,0.23,0.37,0.3,0.37,0.3,0.29,0.29,-6.887,15.701,-39.702,N/A 
2MASS 19282502+3946044 ,-0.28,,-0.18,-0.22,-0.42,-0.24,-0.36,-0.3,-0.28,,-0.16,-0.23,-0.29,-0.64,,-0.28,-0.42,276.856,-681.667,612.301,N/A 
HIP 36874 ,-0.02,,,0.03,-0.17,0.01,0.02,-0.05,0,,-0.02,,-0.07,-0.28,,-0.05,-0.09,-14.223,32.386,16.46,thick 
HIP 69645 ,0.01,-2.24,0.04,-0.05,-0.06,0.03,-0.03,-0.02,-0.01,0.07,-0.04,-0.08,-0.03,-0.08,0.06,-0.01,0.12,-49.103,-32.887,-54.735,thick 
HIP 102418 ,0.13,,0.09,0.05,-0.03,0.09,-0.13,0.11,0.06,,0.18,0.11,0.1,,0.1,0.1,,43.261,-49.228,-39.308,N/A 
HIP 102422 ,-0.08,,-0.11,-0.02,-0.1,-0.01,-0.01,-0.02,-0.06,-0.09,-0.02,-0.16,-0.07,-0.14,0.07,-0.07,-0.13,4.472,-5.086,12.651,thick 
HD 185412 ,-0.27,,-0.14,0,-0.32,-0.23,-0.25,-0.19,-0.21,-0.04,-0.24,-0.11,-0.21,-0.42,-0.13,-0.18,,3.965,-12.705,194.275,N/A 
